customer_code,customer_name,province_name,region,ngay_dau,ngay_cuoi,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku,don_tb_sl,don_tb_tien,recency,lifespan,R,F,M,rfm_score,rfm_sum,segment,clv_est,dt_tb_don,rank_dt,cumul_pct
KH-00034,CÔNG TY TNHH BÌNH MINH,Đà Nẵng,Miền Trung,2025-01-18,2025-02-20,2,28.0,32750000.0,3,21,1.3333333333333333,1559523.8095238095,374,33,1,3,2,132,6,Ngủ đông,362234848.0,16375000.0,411,94.56
KH-00578,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2026-01-31,2026-02-26,2,23.0,32402772.0,2,10,2.090909090909091,2945706.5454545454,3,26,5,4,2,542,11,Champions,454885068.0,16201386.0,412,94.62
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,2026-01-23,2026-01-23,1,14.0,32353328.0,1,10,1.4,3235332.8,37,0,3,2,2,322,7,Trung bình,11808964720.0,32353328.0,413,94.67
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,2025-03-28,2025-03-31,2,26.0,32170000.0,3,10,1.8571428571428572,2297857.1428571427,335,3,3,4,2,342,9,Có tiềm năng,3914016667.0,16085000.0,414,94.72
KH-00598,DOANH NGHIỆP TW SƠN HÀ,Hải Phòng,Miền Bắc,2026-02-04,2026-02-04,1,20.0,31998692.0,3,12,1.5384615384615385,2461437.846153846,25,0,4,3,2,432,9,Loyal,11679522580.0,31998692.0,415,94.77
KH-00516,CÔNG TY TNHH SÁN LẠP,Hưng Yên,Miền Bắc,2026-01-28,2026-01-28,1,20.0,31988880.0,1,6,2.857142857142857,4569840.0,32,0,4,2,2,422,8,Trung bình,11675941200.0,31988880.0,416,94.81
KH-00210,DOANH NGHIỆP TW SÁN LẠP,Uông Bí,Miền Bắc,2025-03-20,2025-03-20,1,33.0,31677734.0,4,23,1.434782608695652,1377292.7826086956,346,0,1,1,2,112,4,Đã mất,11562372910.0,31677734.0,417,94.86
KH-00526,CÔNG TY CỔ PHẦN NAM TIẾN,Hưng Yên,Miền Bắc,2026-01-28,2026-01-28,1,20.0,31530549.0,2,11,1.8181818181818181,2866413.5454545454,32,0,4,2,2,422,8,Trung bình,11508650385.0,31530549.0,418,94.91
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,Hà Tĩnh,Miền Trung,2025-03-20,2025-03-20,1,28.0,31530000.0,2,12,2.3333333333333335,2627500.0,346,0,1,1,2,112,4,Đã mất,11508450000.0,31530000.0,419,94.96
KH-00532,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,2026-01-28,2026-01-28,1,15.0,31324993.0,1,7,2.142857142857143,4474999.0,32,0,4,3,2,432,9,Loyal,11433622445.0,31324993.0,420,95.01
KH-00318,HỘ KINH DOANH BÌNH MINH,Hòa Bình,Miền Bắc,2025-03-29,2025-03-29,1,26.0,30680000.0,1,3,8.666666666666666,10226666.666666666,337,0,2,2,2,222,6,Ngủ đông,11198200000.0,30680000.0,421,95.06
KH-00043,CÔNG TY TNHH LONG PHÚ,TP Đà Nẵng,Miền Bắc,2025-01-22,2025-02-20,3,26.0,30650000.0,3,19,1.1818181818181819,1393181.8181818181,374,29,1,4,2,142,7,Không thể mất,385767241.0,10216667.0,422,95.11
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,2025-03-20,2025-03-20,2,25.0,30030000.0,2,11,1.5625,1876875.0,346,0,1,3,2,132,6,Ngủ đông,10960950000.0,15015000.0,423,95.15
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,TP Hải Phòng,Miền Bắc,2026-01-23,2026-01-23,1,19.0,29907408.0,1,1,19.0,29907408.0,37,0,3,2,2,322,7,Trung bình,10916203920.0,29907408.0,424,95.2
KH-00143,DOANH NGHIỆP TW TÂY BẮC,Vĩnh Phúc,Miền Bắc,2025-02-22,2025-02-22,1,20.0,29700000.0,2,12,1.6666666666666667,2475000.0,372,0,1,1,2,112,4,Đã mất,10840500000.0,29700000.0,425,95.25
KH-00533,CÔNG TY TNHH YÊN BÌNH,Phú Thọ,Miền Bắc,2026-01-28,2026-01-28,1,17.0,29689996.0,1,6,2.8333333333333335,4948332.666666667,32,0,4,3,2,432,9,Loyal,10836848540.0,29689996.0,426,95.29
KH-00307,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,1,20.0,29517574.0,4,10,2.0,2951757.4,338,0,2,2,2,222,6,Ngủ đông,10773914510.0,29517574.0,427,95.34
KH-00581,DOANH NGHIỆP TW SƠN HÀ,Điện Biên,Miền Bắc,2026-01-31,2026-01-31,1,14.0,29371102.0,1,7,2.0,4195871.714285715,29,0,4,3,2,432,9,Loyal,10720452230.0,29371102.0,428,95.38
KH-00554,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,Hà Nội,Miền Bắc,2026-01-29,2026-01-29,1,18.0,29284994.0,1,15,1.2,1952332.9333333333,31,0,4,3,2,432,9,Loyal,10689022810.0,29284994.0,429,95.43
KH-00582,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,2026-01-31,2026-01-31,1,18.0,29156661.0,2,6,2.5714285714285716,4165237.285714286,29,0,4,3,2,432,9,Loyal,10642181265.0,29156661.0,430,95.47
KH-00468,CÔNG TY CỔ PHẦN KHẢI HOÀN,Nghệ An,Miền Trung,2026-01-26,2026-01-26,1,19.0,28953046.0,2,10,1.9,2895304.6,34,0,3,2,2,322,7,Trung bình,10567861790.0,28953046.0,431,95.52
KH-00563,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,2026-01-30,2026-01-30,1,17.0,28828328.0,2,10,1.7,2882832.8,30,0,4,3,2,432,9,Loyal,10522339720.0,28828328.0,432,95.56
KH-00122,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,2025-02-20,2025-02-20,1,30.0,28520000.0,3,16,1.875,1782500.0,374,0,1,1,2,112,4,Đã mất,10409800000.0,28520000.0,433,95.61
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Bắc Ninh,Miền Bắc,2026-01-16,2026-01-16,1,13.0,28205550.0,2,10,1.3,2820555.0,44,0,3,2,2,322,7,Trung bình,10295025750.0,28205550.0,434,95.65
KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,2026-01-24,2026-01-24,1,17.0,28180365.0,2,8,2.125,3522545.625,36,0,3,2,2,322,7,Trung bình,10285833225.0,28180365.0,435,95.7
KH-00292,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,2025-03-26,2025-03-26,1,30.0,28127001.0,3,26,1.1538461538461537,1081807.7307692308,340,0,2,2,2,222,6,Ngủ đông,10266355365.0,28127001.0,436,95.74
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,TP Hưng Yên,Miền Bắc,2025-03-29,2025-03-29,1,22.0,27978500.0,4,17,1.2941176470588236,1645794.1176470588,337,0,2,2,2,222,6,Ngủ đông,10212152500.0,27978500.0,437,95.78
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Hà Tĩnh,Miền Trung,2026-01-19,2026-01-19,1,15.0,27965179.0,3,12,1.25,2330431.5833333335,41,0,3,2,2,322,7,Trung bình,10207290335.0,27965179.0,438,95.83
KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,TP Hải Phòng,Miền Bắc,2026-02-04,2026-02-04,1,16.0,27434438.0,1,12,1.3333333333333333,2286203.1666666665,25,0,4,3,2,432,9,Loyal,10013569870.0,27434438.0,439,95.87
KH-00524,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hưng Yên,Miền Bắc,2026-01-28,2026-01-28,1,15.0,27199995.0,1,4,3.75,6799998.75,32,0,4,2,2,422,8,Trung bình,9927998175.0,27199995.0,440,95.91
KH-00535,CỬA HÀNG XE ĐẠP QUANG VINH,Phú Thọ,Miền Bắc,2026-01-28,2026-02-12,2,20.0,27191100.0,3,18,1.1111111111111112,1510616.6666666667,17,15,5,4,2,542,11,Champions,661650100.0,13595550.0,441,95.95
KH-00544,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,2026-01-29,2026-01-29,1,17.0,26793141.0,2,11,1.5454545454545454,2435740.090909091,31,0,4,3,2,432,9,Loyal,9779496465.0,26793141.0,442,96.0
KH-00573,DOANH NGHIỆP TW THANH BÌNH,Quảng Ninh,Miền Bắc,2026-01-31,2026-01-31,1,15.0,26717216.0,2,10,1.3636363636363635,2428837.8181818184,29,0,4,3,2,432,9,Loyal,9751783840.0,26717216.0,443,96.04
KH-00611,CÔNG TY TNHH VIỆT ANH,Thái Bình,Miền Bắc,2026-02-05,2026-02-05,1,16.0,26627771.0,1,10,1.6,2662777.1,24,0,4,3,2,432,9,Loyal,9719136415.0,26627771.0,444,96.08
KH-00618,HỘ KINH DOANH ĐÔNG NAM,Nghệ An,Miền Trung,2026-02-07,2026-02-07,1,15.0,26313330.0,1,7,2.142857142857143,3759047.1428571427,22,0,4,3,2,432,9,Loyal,9604365450.0,26313330.0,445,96.12
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,1,22.0,26040000.0,1,8,2.75,3255000.0,345,0,2,1,2,212,5,Trung bình,9504600000.0,26040000.0,446,96.16
KH-00464,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Phú Thọ,Miền Bắc,2026-01-26,2026-01-26,1,15.0,25797586.0,3,13,1.1538461538461537,1984429.6923076923,34,0,3,2,2,322,7,Trung bình,9416118890.0,25797586.0,447,96.2
KH-00060,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nam,Miền Bắc,2025-02-10,2025-02-10,1,21.0,25550000.0,1,3,7.0,8516666.666666666,384,0,1,1,2,112,4,Đã mất,9325750000.0,25550000.0,448,96.24
KH-00121,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,2025-02-20,2025-02-20,1,19.0,25527929.0,4,17,1.1176470588235294,1501642.8823529412,374,0,1,1,2,112,4,Đã mất,9317694085.0,25527929.0,449,96.28
KH-00470,CÔNG TY CỔ PHẦN VĨNH PHÁT,Nghệ An,Miền Trung,2026-01-26,2026-01-26,1,16.0,25285547.0,1,7,2.2857142857142856,3612221.0,34,0,3,2,2,322,7,Trung bình,9229224655.0,25285547.0,450,96.32
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,Đà Nẵng,Miền Trung,2026-02-04,2026-02-04,1,15.0,25219441.0,1,12,1.1538461538461537,1939957.0,25,0,4,3,2,432,9,Loyal,9205095965.0,25219441.0,451,96.36
KH-00549,CỬA HÀNG XE ĐẠP TÚ ANH,Phú Thọ,Miền Bắc,2026-01-29,2026-01-29,1,15.0,24975551.0,2,9,1.5,2497555.1,31,0,4,3,2,432,9,Loyal,9116076115.0,24975551.0,452,96.4
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,2026-02-04,2026-02-04,1,15.0,24913880.0,1,6,2.5,4152313.3333333335,25,0,4,3,2,432,9,Loyal,9093566200.0,24913880.0,453,96.44
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,Nam Định,Miền Bắc,2025-03-20,2025-03-20,1,10.0,24907407.0,1,2,5.0,12453703.5,346,0,1,1,2,112,4,Đã mất,9091203555.0,24907407.0,454,96.47
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Đà Nẵng,Miền Trung,2026-01-31,2026-01-31,1,15.0,24779998.0,1,10,1.5,2477999.8,29,0,4,3,2,432,9,Loyal,9044699270.0,24779998.0,455,96.51
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,Hoà Bình,Miền Bắc,2025-03-17,2025-03-31,2,21.0,24742962.0,5,13,1.5,1767354.4285714286,335,14,3,3,2,332,8,Trung bình,645084366.0,12371481.0,456,96.55
KH-00567,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,2026-01-30,2026-01-30,1,16.0,24564438.0,2,9,1.7777777777777777,2729382.0,30,0,4,3,2,432,9,Loyal,8966019870.0,24564438.0,457,96.59
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,Hà Nội,Miền Bắc,2025-03-31,2025-03-31,1,21.0,24510000.0,1,8,2.625,3063750.0,335,0,3,2,2,322,7,Trung bình,8946150000.0,24510000.0,458,96.63
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,Hà Tĩnh,Miền Trung,2025-03-27,2025-03-27,1,21.0,24430000.0,3,15,1.4,1628666.6666666667,339,0,2,2,2,222,6,Ngủ đông,8916950000.0,24430000.0,459,96.67
KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,2026-02-05,2026-02-05,1,15.0,24388144.0,2,11,1.3636363636363635,2217104.0,24,0,4,3,2,432,9,Loyal,8901672560.0,24388144.0,460,96.7
KH-00523,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-28,2026-01-28,1,15.0,24352217.0,2,7,1.6666666666666667,2705801.888888889,32,0,4,2,2,422,8,Trung bình,8888559205.0,24352217.0,461,96.74
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,2025-02-27,2025-02-27,1,10.0,24259259.0,1,1,10.0,24259259.0,367,0,1,1,2,112,4,Đã mất,8854629535.0,24259259.0,462,96.78
KH-00234,CÔNG TY TNHH KHẢI HOÀN,Thái Bình,Miền Bắc,2025-03-21,2025-03-21,1,21.0,24220000.0,2,10,2.1,2422000.0,345,0,2,1,2,212,5,Trung bình,8840300000.0,24220000.0,463,96.82
KH-00087,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,2025-02-14,2025-02-14,1,20.0,24200000.0,1,3,6.666666666666667,8066666.666666667,380,0,1,1,2,112,4,Đã mất,8833000000.0,24200000.0,464,96.85
KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,Ninh Bình,Miền Bắc,2026-02-04,2026-02-04,1,15.0,24137774.0,1,7,2.142857142857143,3448253.4285714286,25,0,4,3,2,432,9,Loyal,8810287510.0,24137774.0,465,96.89
KH-00528,CÔNG TY CỔ PHẦN VẠN LỢI,Bắc Ninh,Miền Bắc,2026-01-28,2026-01-28,1,15.0,24083328.0,1,6,2.5,4013888.0,32,0,4,2,2,422,8,Trung bình,8790414720.0,24083328.0,466,96.93
KH-00058,DOANH NGHIỆP TW SÁN LẠP,TP Hải Dương,Miền Bắc,2025-02-10,2025-02-10,1,20.0,24000000.0,1,4,5.0,6000000.0,384,0,1,1,2,112,4,Đã mất,8760000000.0,24000000.0,467,96.97
KH-00291,CÔNG TY TNHH VĨNH PHÁT,Hà Nam,Miền Bắc,2025-03-26,2025-03-26,1,20.0,24000000.0,1,3,6.666666666666667,8000000.0,340,0,2,2,2,222,6,Ngủ đông,8760000000.0,24000000.0,467,97.0
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,1,20.0,23580000.0,1,11,1.8181818181818181,2143636.3636363638,339,0,2,2,2,222,6,Ngủ đông,8606700000.0,23580000.0,469,97.04
KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,TT Hương Sơn- Phú Bình- Thái Nguyên,Miền Bắc,2025-01-10,2025-01-10,1,20.0,23350000.0,1,6,3.3333333333333335,3891666.6666666665,415,0,1,1,2,112,4,Đã mất,8522750000.0,23350000.0,470,97.08
KH-00166,HỘ KINH DOANH QUANG VINH,Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,2025-02-26,2025-02-26,1,18.0,23312643.0,3,10,1.8,2331264.3,368,0,1,1,2,112,4,Đã mất,8509114695.0,23312643.0,471,97.11
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Đà Nẵng,Miền Trung,2025-03-06,2025-03-06,1,20.0,23300000.0,1,8,2.5,2912500.0,360,0,1,1,2,112,4,Đã mất,8504500000.0,23300000.0,472,97.15
KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,Hà Nội,Miền Bắc,2026-01-24,2026-01-24,1,10.0,23242219.0,1,5,2.0,4648443.8,36,0,3,2,2,322,7,Trung bình,8483409935.0,23242219.0,473,97.19
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thái Bình,Miền Bắc,2025-02-25,2025-02-25,1,19.0,23040000.0,2,12,1.5833333333333333,1920000.0,369,0,1,1,2,112,4,Đã mất,8409600000.0,23040000.0,474,97.22
KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,Thanh Hoá,Miền Trung,2025-03-31,2025-03-31,1,20.0,22970000.0,2,15,1.3333333333333333,1531333.3333333333,335,0,3,2,2,322,7,Trung bình,8384050000.0,22970000.0,475,97.26
KH-00145,HỘ KINH DOANH PHÚ THỊNH,Quảng Ngãi,Miền Trung,2025-02-22,2025-02-22,1,20.0,22940000.0,4,13,1.5384615384615385,1764615.3846153845,372,0,1,1,2,112,4,Đã mất,8373100000.0,22940000.0,476,97.29
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,Bắc Ninh,Miền Bắc,2026-02-05,2026-02-05,1,10.0,22931385.0,1,8,1.1111111111111112,2547931.6666666665,24,0,4,3,2,432,9,Loyal,8369955525.0,22931385.0,477,97.33
KH-00233,DOANH NGHIỆP TW CHI THÀNH,Thái Bình,Miền Bắc,2025-03-21,2025-03-21,1,20.0,22840000.0,1,9,2.2222222222222223,2537777.777777778,345,0,2,1,2,212,5,Trung bình,8336600000.0,22840000.0,478,97.36
KH-00504,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,2026-01-28,2026-01-28,1,15.0,22818328.0,3,10,1.5,2281832.8,32,0,4,2,2,422,8,Trung bình,8328689720.0,22818328.0,479,97.4
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Quảng Trị,Miền Trung,2026-01-24,2026-01-24,1,21.0,22567396.0,1,11,1.9090909090909092,2051581.4545454546,36,0,3,2,2,322,7,Trung bình,8237099540.0,22567396.0,480,97.43
KH-00114,CỬA HÀNG XE ĐẠP NGỌC ANH,Phố Kiểu - Yên Trường - Yên Định - Thanh Hoá,Miền Bắc,2025-02-19,2025-02-19,1,16.0,22550000.0,3,5,3.2,4510000.0,375,0,1,1,2,112,4,Đã mất,8230750000.0,22550000.0,481,97.47
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nam,Miền Bắc,2025-03-25,2025-03-25,1,20.0,22480000.0,3,12,1.6666666666666667,1873333.3333333333,341,0,2,2,2,222,6,Ngủ đông,8205200000.0,22480000.0,482,97.5
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,Vĩnh Yên,Miền Bắc,2025-02-22,2025-02-22,1,20.0,22418078.0,4,17,1.1764705882352942,1318710.4705882352,372,0,1,1,2,112,4,Đã mất,8182598470.0,22418078.0,483,97.54
KH-00480,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,2026-01-27,2026-01-27,1,10.0,22314816.0,1,4,2.5,5578704.0,33,0,3,2,2,322,7,Trung bình,8144907840.0,22314816.0,484,97.57
KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,Lào Cai,Miền Bắc,2026-02-07,2026-02-07,1,12.0,22282679.0,2,11,1.0909090909090908,2025698.0909090908,22,0,4,3,2,432,9,Loyal,8133177835.0,22282679.0,485,97.61
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,Hải Phòng,Miền Bắc,2025-03-31,2025-03-31,1,19.0,22250000.0,2,6,3.1666666666666665,3708333.3333333335,335,0,3,2,2,322,7,Trung bình,8121250000.0,22250000.0,486,97.64
KH-00401,HỘ KINH DOANH THUỶ TIÊN,Hà Nội,Miền Bắc,2026-01-22,2026-01-22,1,12.0,22144902.0,4,10,1.2,2214490.2,38,0,3,2,2,322,7,Trung bình,8082889230.0,22144902.0,487,97.68
KH-00548,CÔNG TY TNHH KHẢI HOÀN,Quảng Trị,Miền Trung,2026-01-29,2026-01-29,1,14.0,22080551.0,1,2,7.0,11040275.5,31,0,4,3,2,432,9,Loyal,8059401115.0,22080551.0,488,97.71
KH-00125,HỘ KINH DOANH BÌNH MINH,Thanh Hóa,Miền Trung,2025-02-20,2025-02-20,1,17.0,21860000.0,1,2,8.5,10930000.0,374,0,1,1,2,112,4,Đã mất,7978900000.0,21860000.0,489,97.75
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-03-31,2025-03-31,1,10.0,21666667.0,1,6,1.6666666666666667,3611111.1666666665,335,0,3,2,2,322,7,Trung bình,7908333455.0,21666667.0,490,97.78
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,Hải Dương,Miền Bắc,2025-03-28,2025-03-28,1,21.0,21610000.0,3,9,2.3333333333333335,2401111.111111111,338,0,2,2,2,222,6,Ngủ đông,7887650000.0,21610000.0,491,97.81
KH-00530,DOANH NGHIỆP TW TÂY BẮC,Hà Nội,Miền Bắc,2026-01-28,2026-01-28,1,13.0,21605551.0,1,7,1.8571428571428572,3086507.285714286,32,0,4,3,2,432,9,Loyal,7886026115.0,21605551.0,492,97.85
KH-00576,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,2026-01-31,2026-01-31,1,16.0,21478325.0,2,6,2.0,2684790.625,29,0,4,3,2,432,9,Loyal,7839588625.0,21478325.0,493,97.88
KH-00552,CỬA HÀNG XE ĐẠP YÊN BÌNH,Phú Thọ,Miền Bắc,2026-01-29,2026-01-29,1,16.0,21451568.0,2,7,1.7777777777777777,2383507.5555555555,31,0,4,3,2,432,9,Loyal,7829822320.0,21451568.0,494,97.91
KH-00555,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,2026-01-29,2026-01-29,1,15.0,21375919.0,2,9,1.5,2137591.9,31,0,4,3,2,432,9,Loyal,7802210435.0,21375919.0,495,97.95
KH-00156,DOANH NGHIỆP TW VIỆT ANH,Thanh Hoá,Miền Trung,2025-02-22,2025-02-22,1,18.0,21250000.0,3,13,1.3846153846153846,1634615.3846153845,372,0,1,1,2,112,4,Đã mất,7756250000.0,21250000.0,496,97.98
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,Quảng Ngãi,Miền Trung,2026-01-24,2026-01-24,1,17.0,20933330.0,2,5,3.4,4186666.0,36,0,3,2,1,321,6,Trung bình,7640665450.0,20933330.0,497,98.01
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Vĩnh Yên,Miền Bắc,2025-03-28,2025-03-28,1,16.0,20889981.0,4,12,1.3333333333333333,1740831.75,338,0,2,2,1,221,5,Ngủ đông,7624843065.0,20889981.0,498,98.04
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Thủ Dầu Một,Miền Bắc,2025-02-25,2025-03-07,2,9.0,20750000.0,1,1,4.5,10375000.0,359,10,1,3,1,131,5,Ngủ đông,757375000.0,10375000.0,499,98.08
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,1,17.0,20650000.0,1,5,3.4,4130000.0,339,0,2,2,1,221,5,Ngủ đông,7537250000.0,20650000.0,500,98.11
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,1,18.0,20440000.0,2,11,1.6363636363636365,1858181.8181818181,345,0,2,1,1,211,4,Trung bình,7460600000.0,20440000.0,501,98.14
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,1,10.0,20277778.0,1,2,5.0,10138889.0,339,0,2,2,1,221,5,Ngủ đông,7401388970.0,20277778.0,502,98.17
KH-00473,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-01-26,2026-01-26,1,13.0,20212216.0,1,4,3.25,5053054.0,34,0,3,2,1,321,6,Trung bình,7377458840.0,20212216.0,503,98.2
KH-00537,CÔNG TY CỔ PHẦN ĐÔNG NAM,Bắc Kạn,Miền Bắc,2026-01-28,2026-01-28,1,15.0,20135548.0,1,6,1.6666666666666667,2237283.111111111,32,0,4,3,1,431,8,Loyal,7349475020.0,20135548.0,504,98.23
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Hà Nội,Miền Bắc,2025-03-25,2025-03-25,1,18.0,20030000.0,3,15,1.2,1335333.3333333333,341,0,2,1,1,211,4,Trung bình,7310950000.0,20030000.0,505,98.27
KH-00183,DOANH NGHIỆP TW LONG PHÚ,Bắc Giang,Miền Bắc,2025-03-14,2025-03-14,1,17.0,20000000.0,2,13,1.3076923076923077,1538461.5384615385,352,0,1,1,1,111,3,Đã mất,7300000000.0,20000000.0,506,98.3
KH-00534,DOANH NGHIỆP TW AN PHÁT,Phú Thọ,Miền Bắc,2026-01-28,2026-01-28,1,11.0,19952588.0,2,11,1.0,1813871.6363636365,32,0,4,3,1,431,8,Loyal,7282694620.0,19952588.0,507,98.33
KH-00490,CÔNG TY TNHH TÂN TIẾN,Phú Thọ,Miền Bắc,2026-01-27,2026-01-27,1,10.0,19349256.0,2,4,2.0,3869851.2,33,0,3,2,1,321,6,Trung bình,7062478440.0,19349256.0,508,98.36
KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,Hà Tĩnh,Miền Trung,2026-02-07,2026-02-07,1,2.0,19236110.0,0,2,1.0,9618055.0,22,0,4,3,1,431,8,Loyal,7021180150.0,19236110.0,509,98.39
KH-00232,HỘ KINH DOANH HOÀ BÌNH,Hội An,Miền Bắc,2025-03-21,2025-03-21,1,8.0,19000000.0,1,2,4.0,9500000.0,345,0,2,1,1,211,4,Trung bình,6935000000.0,19000000.0,510,98.42
KH-00313,DOANH NGHIỆP TW BÌNH MINH,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,1,16.0,18730000.0,1,6,2.6666666666666665,3121666.6666666665,338,0,2,2,1,221,5,Ngủ đông,6836450000.0,18730000.0,511,98.45
KH-00103,CÔNG TY CỔ PHẦN AN PHÁT,Bắc Giang,Miền Bắc,2025-02-19,2025-02-19,1,10.0,18680556.0,1,1,10.0,18680556.0,375,0,1,1,1,111,3,Đã mất,6818402940.0,18680556.0,512,98.48
KH-00146,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,2025-02-22,2025-02-22,1,14.0,18640000.0,4,11,1.2727272727272727,1694545.4545454546,372,0,1,1,1,111,3,Đã mất,6803600000.0,18640000.0,513,98.5
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Vĩnh Phúc,Miền Bắc,2025-03-25,2025-03-25,1,15.0,18170000.0,2,7,2.142857142857143,2595714.285714286,341,0,2,2,1,221,5,Ngủ đông,6632050000.0,18170000.0,514,98.53
KH-00601,HỘ KINH DOANH PHÚ THỊNH,Hà Nội,Miền Bắc,2026-02-04,2026-02-04,1,12.0,18164071.0,2,9,1.3333333333333333,2018230.111111111,25,0,4,3,1,431,8,Loyal,6629885915.0,18164071.0,515,98.56
