so_number,so_dong,so_sku_khac_nhau,so_nhom_sp,tong_sl,tong_tien,ngay_dat,ma_dai_ly,aov,ym,is_cross_sell
BH26.0867,4,4,1,12.0,19588886.0,2026-02-26,KH-00381,4897222.0,2026-02,0
BH25.0419,10,10,2,30.0,19580000.0,2025-03-21,KH-00242,1958000.0,2025-03,1
BH26.0544,4,4,2,13.0,19481665.0,2026-02-05,KH-00355,4870416.0,2026-02,1
BH25.0688,8,8,2,15.0,19400000.0,2025-03-31,KH-00305,2425000.0,2025-03,1
BH26.0634,8,8,2,13.0,19377401.0,2026-02-10,KH-00637,2422175.0,2026-02,1
BH26.0297,5,4,2,10.0,19349256.0,2026-01-27,KH-00490,3869851.0,2026-01,1
BH26.0660,8,7,3,13.0,19341013.0,2026-02-12,KH-00647,2417627.0,2026-02,1
BH25.0187,7,7,2,14.0,19331293.0,2025-02-22,KH-00006,2761613.0,2025-02,1
BH26.0809,9,9,4,13.0,19286104.0,2026-02-24,KH-00493,2142900.0,2026-02,1
BH26.0575,2,2,0,2.0,19236110.0,2026-02-07,KH-00620,9618055.0,2026-02,0
BH26.0032,3,3,2,13.0,19185552.0,2026-01-13,KH-00355,6395184.0,2026-01,1
BH26.0080,8,8,2,15.0,19160546.0,2026-01-16,KH-00369,2395068.0,2026-01,1
BH25.0408,6,6,2,12.0,19112220.0,2025-03-21,KH-00006,3185370.0,2025-03,1
BH25.0660,8,8,3,15.0,19111481.0,2025-03-31,KH-00222,2388935.0,2025-03,1
BH26.0073,7,7,1,10.0,19107406.0,2026-01-16,KH-00006,2729629.0,2026-01,0
BH26.0140,5,5,2,10.0,19050368.0,2026-01-22,KH-00006,3810074.0,2026-01,1
BH25.0402,2,2,1,8.0,19000000.0,2025-03-21,KH-00232,9500000.0,2025-03,0
BH26.0305,8,8,1,9.0,18953887.0,2026-01-27,KH-00022,2369236.0,2026-01,0
BH26.0866,6,5,1,11.0,18938328.0,2026-02-26,KH-00663,3156388.0,2026-02,0
BH26.0813,7,7,1,12.0,18898328.0,2026-02-24,KH-00605,2699761.0,2026-02,0
BH26.0245,8,8,1,12.0,18777768.0,2026-01-24,KH-00457,2347221.0,2026-01,0
BH26.0619,10,10,3,13.0,18750924.0,2026-02-10,KH-00006,1875092.0,2026-02,1
BH25.0483,10,10,3,19.0,18742962.0,2025-03-24,KH-00198,1874296.0,2025-03,1
BH25.0581,7,7,1,16.0,18730000.0,2025-03-27,KH-00283,2675714.0,2025-03,0
BH25.0627,6,6,1,16.0,18730000.0,2025-03-28,KH-00313,3121667.0,2025-03,0
BH26.0055,3,3,1,11.0,18708148.0,2026-01-15,KH-00019,6236049.0,2026-01,0
BH25.0143,1,1,1,10.0,18680556.0,2025-02-19,KH-00103,18680556.0,2025-02,0
BH26.0683,10,10,3,16.0,18677211.0,2026-02-12,KH-00432,1867721.0,2026-02,1
BH25.0630,12,12,4,15.0,18650000.0,2025-03-28,KH-00256,1554167.0,2025-03,1
BH25.0205,11,11,4,14.0,18640000.0,2025-02-22,KH-00146,1694545.0,2025-02,1
BH25.0669,11,11,3,15.0,18618500.0,2025-03-31,KH-00142,1692591.0,2025-03,1
BH26.0930,7,7,3,13.0,18586943.0,2026-02-28,KH-00006,2655278.0,2026-02,1
BH25.0391,10,10,4,16.0,18480000.0,2025-03-21,KH-00212,1848000.0,2025-03,1
BH25.0689,9,9,2,16.0,18460000.0,2025-03-31,KH-00094,2051111.0,2025-03,1
BH26.0832,10,10,2,11.0,18458610.0,2026-02-26,KH-00006,1845861.0,2026-02,1
BH25.0621,5,5,2,15.0,18422117.0,2025-03-28,KH-00155,3684423.0,2025-03,1
BH26.0092,6,6,1,11.0,18376110.0,2026-01-16,KH-00378,3062685.0,2026-01,0
BH25.0614,10,10,1,16.0,18340000.0,2025-03-28,KH-00288,1834000.0,2025-03,0
BH25.0428,8,8,1,10.0,18334000.0,2025-03-22,KH-00246,2291750.0,2025-03,0
BH25.0421,12,12,3,15.0,18320000.0,2025-03-21,KH-00163,1526667.0,2025-03,1
BH25.0399,6,6,2,14.0,18300000.0,2025-03-21,KH-00208,3050000.0,2025-03,1
BH26.0275,4,4,2,9.0,18287774.0,2026-01-26,KH-00475,4571944.0,2026-01,1
BH25.0193,11,11,3,16.0,18270000.0,2025-02-22,KH-00022,1660909.0,2025-02,1
BH25.0409,11,11,1,15.0,18210000.0,2025-03-21,KH-00236,1655455.0,2025-03,0
BH25.0300,6,5,1,14.0,18187000.0,2025-03-18,KH-00190,3031167.0,2025-03,0
BH25.0520,7,7,2,15.0,18170000.0,2025-03-25,KH-00274,2595714.0,2025-03,1
BH26.0142,5,5,1,12.0,18166296.0,2026-01-22,KH-00006,3633259.0,2026-01,0
BH26.0515,9,9,2,12.0,18164071.0,2026-02-04,KH-00601,2018230.0,2026-02,1
BH25.0326,3,3,1,15.0,18150000.0,2025-03-19,KH-00126,6050000.0,2025-03,0
BH25.0619,13,13,2,15.0,18140195.0,2025-03-28,KH-00147,1395400.0,2025-03,1
BH26.0156,3,3,1,10.0,18133330.0,2026-01-22,KH-00409,6044443.0,2026-01,0
BH25.0060,1,1,1,4.0,18111112.0,2025-01-23,KH-00045,18111112.0,2025-01,0
BH26.0226,4,4,1,11.0,18082774.0,2026-01-24,KH-00340,4520694.0,2026-01,0
BH26.0529,6,6,3,10.0,18079996.0,2026-02-05,KH-00531,3013333.0,2026-02,1
BH26.0754,13,13,3,14.0,18054252.0,2026-02-13,KH-00669,1388789.0,2026-02,1
BH25.0650,15,15,2,15.0,18020000.0,2025-03-31,KH-00320,1201333.0,2025-03,1
BH25.0395,8,8,2,15.0,18000000.0,2025-03-21,KH-00228,2250000.0,2025-03,1
BH26.0551,2,2,1,10.0,17994440.0,2026-02-05,KH-00564,8997220.0,2026-02,0
BH25.0403,8,8,3,15.0,17980000.0,2025-03-21,KH-00167,2247500.0,2025-03,1
BH25.0401,9,9,3,14.0,17960000.0,2025-03-21,KH-00231,1995556.0,2025-03,1
BH25.0181,3,3,1,15.0,17930000.0,2025-02-20,KH-00133,5976667.0,2025-02,0
BH25.0675,8,8,2,15.0,17890000.0,2025-03-31,KH-00272,2236250.0,2025-03,1
BH26.0206,5,4,2,11.0,17887217.0,2026-01-24,KH-00431,3577443.0,2026-01,1
BH25.0604,11,11,4,16.0,17870000.0,2025-03-28,KH-00256,1624545.0,2025-03,1
BH25.0116,11,11,2,15.0,17860000.0,2025-02-14,KH-00084,1623636.0,2025-02,1
BH25.0655,9,9,4,16.0,17799559.0,2025-03-31,KH-00163,1977729.0,2025-03,1
BH25.0154,8,8,1,15.0,17790000.0,2025-02-19,KH-00113,2223750.0,2025-02,0
BH25.0455,7,7,2,16.0,17760000.0,2025-03-24,KH-00067,2537143.0,2025-03,1
BH25.0674,13,13,2,15.0,17730000.0,2025-03-31,KH-00139,1363846.0,2025-03,1
BH25.0609,10,10,1,15.0,17710000.0,2025-03-28,KH-00304,1771000.0,2025-03,0
BH25.0594,3,3,1,15.0,17700000.0,2025-03-28,KH-00282,5900000.0,2025-03,0
BH25.0439,10,10,1,15.0,17670000.0,2025-03-22,KH-00236,1767000.0,2025-03,0
BH25.0556,10,10,2,15.0,17650000.0,2025-03-26,KH-00288,1765000.0,2025-03,1
BH25.0404,12,12,4,16.0,17610000.0,2025-03-21,KH-00067,1467500.0,2025-03,1
BH26.0480,5,4,1,10.0,17595552.0,2026-01-31,KH-00587,3519110.0,2026-01,0
BH25.0315,7,7,2,15.0,17590000.0,2025-03-19,KH-00109,2512857.0,2025-03,1
BH26.0336,8,8,1,11.0,17587774.0,2026-01-28,KH-00510,2198472.0,2026-01,0
BH25.0638,7,7,2,15.0,17550000.0,2025-03-28,KH-00317,2507143.0,2025-03,1
BH25.0642,11,11,2,15.0,17542962.0,2025-03-29,KH-00288,1594815.0,2025-03,1
BH25.0188,4,4,1,15.0,17520000.0,2025-02-22,KH-00133,4380000.0,2025-02,0
BH25.0559,7,7,2,15.0,17500000.0,2025-03-26,KH-00016,2500000.0,2025-03,1
BH25.0591,9,9,1,15.0,17490000.0,2025-03-28,KH-00300,1943333.0,2025-03,0
BH25.0299,8,8,2,22.0,17490000.0,2025-03-18,KH-00068,2186250.0,2025-03,1
BH26.0742,6,6,1,11.0,17471666.0,2026-02-13,KH-00547,2911944.0,2026-02,0
BH25.0340,4,4,1,15.0,17440000.0,2025-03-20,KH-00007,4360000.0,2025-03,0
BH25.0282,1,1,1,5.0,17431944.0,2025-03-17,KH-00173,17431944.0,2025-03,0
BH25.0229,6,6,2,23.0,17411481.0,2025-02-25,KH-00133,2901914.0,2025-02,1
BH25.0314,5,5,1,14.0,17400000.0,2025-03-19,KH-00007,3480000.0,2025-03,0
BH25.0165,8,8,2,20.0,17390000.0,2025-02-20,KH-00123,2173750.0,2025-02,1
BH25.0387,8,8,2,15.0,17380000.0,2025-03-21,KH-00024,2172500.0,2025-03,1
BH26.0748,7,7,1,11.0,17373884.0,2026-02-13,KH-00605,2481983.0,2026-02,0
BH26.0090,10,10,2,11.0,17373698.0,2026-01-16,KH-00376,1737370.0,2026-01,1
BH26.0846,6,6,1,10.0,17334440.0,2026-02-26,KH-00353,2889073.0,2026-02,0
BH25.0547,11,11,3,15.0,17290000.0,2025-03-25,KH-00192,1571818.0,2025-03,1
BH26.0347,6,6,2,12.0,17268051.0,2026-01-28,KH-00508,2878008.0,2026-01,1
BH25.0459,7,7,2,15.0,17260000.0,2025-03-24,KH-00258,2465714.0,2025-03,1
BH25.0458,7,7,2,15.0,17260000.0,2025-03-24,KH-00257,2465714.0,2025-03,1
BH26.0611,7,7,2,14.0,17259990.0,2026-02-09,KH-00395,2465713.0,2026-02,1
BH26.0388,8,8,1,10.0,17192218.0,2026-01-28,KH-00539,2149027.0,2026-01,0
BH26.0037,5,5,1,10.0,17186109.0,2026-01-13,KH-00078,3437222.0,2026-01,0
BH25.0531,11,11,2,20.0,17170000.0,2025-03-25,KH-00279,1560909.0,2025-03,1
BH25.0010,7,6,1,30.0,17104444.0,2025-01-09,KH-00010,2443492.0,2025-01,0
BH26.0291,2,2,1,12.0,17066664.0,2026-01-27,KH-00022,8533332.0,2026-01,0
BH25.0494,6,6,2,15.0,17030000.0,2025-03-25,KH-00065,2838333.0,2025-03,1
BH25.0678,5,5,2,15.0,16960000.0,2025-03-31,KH-00331,3392000.0,2025-03,1
BH26.0766,3,3,1,10.0,16918886.0,2026-02-13,KH-00671,5639629.0,2026-02,0
BH26.0741,8,8,1,10.0,16894441.0,2026-02-13,KH-00467,2111805.0,2026-02,0
BH25.0620,10,10,3,14.0,16831481.0,2025-03-28,KH-00067,1683148.0,2025-03,1
BH25.0529,11,11,3,15.0,16830000.0,2025-03-25,KH-00195,1530000.0,2025-03,1
BH25.0687,10,10,3,15.0,16810000.0,2025-03-31,KH-00078,1681000.0,2025-03,1
BH26.0788,6,5,2,14.0,16797398.0,2026-02-24,KH-00678,2799566.0,2026-02,1
BH25.0254,3,3,2,12.0,16779256.0,2025-03-08,KH-00006,5593085.0,2025-03,1
BH26.0043,2,2,2,11.0,16747499.0,2026-01-14,KH-00019,8373750.0,2026-01,1
BH25.0495,8,8,3,21.0,16740000.0,2025-03-25,KH-00242,2092500.0,2025-03,1
BH26.0709,2,2,1,11.0,16713883.0,2026-02-13,KH-00655,8356942.0,2026-02,0
BH26.0501,6,6,2,11.0,16663884.0,2026-02-04,KH-00506,2777314.0,2026-02,1
BH26.0233,5,4,2,11.0,16652772.0,2026-01-24,KH-00449,3330554.0,2026-01,1
BH26.0932,3,3,1,8.0,16647683.0,2026-02-28,KH-00006,5549228.0,2026-02,0
BH25.0557,8,8,3,14.0,16610000.0,2025-03-26,KH-00289,2076250.0,2025-03,1
BH25.0611,12,12,3,15.0,16540000.0,2025-03-28,KH-00028,1378333.0,2025-03,1
BH25.0177,13,13,2,14.0,16540000.0,2025-02-20,KH-00043,1272308.0,2025-02,1
BH26.0484,1,1,1,7.0,16527777.0,2026-02-02,KH-00589,16527777.0,2026-02,0
BH26.0471,10,9,2,11.0,16494903.0,2026-01-31,KH-00583,1649490.0,2026-01,1
BH25.0291,2,2,1,8.0,16464815.0,2025-03-17,KH-00186,8232408.0,2025-03,0
BH26.0421,7,7,1,11.0,16462314.0,2026-01-30,KH-00006,2351759.0,2026-01,0
BH26.0479,6,5,2,10.0,16434441.0,2026-01-31,KH-00502,2739074.0,2026-01,1
BH25.0613,5,5,1,14.0,16430000.0,2025-03-28,KH-00306,3286000.0,2025-03,0
BH26.0151,2,2,1,6.0,16416664.0,2026-01-22,KH-00049,8208332.0,2026-01,0
BH25.0661,6,6,2,14.0,16380000.0,2025-03-31,KH-00322,2730000.0,2025-03,1
BH26.0878,7,7,2,11.0,16371662.0,2026-02-27,KH-00697,2338809.0,2026-02,1
BH25.0058,1,1,1,3.0,16361111.0,2025-01-22,KH-00036,16361111.0,2025-01,0
BH26.0253,3,2,0,10.0,16361110.0,2026-01-26,KH-00460,5453703.0,2026-01,0
BH26.0696,5,5,1,10.0,16356664.0,2026-02-12,KH-00498,3271333.0,2026-02,0
BH25.0526,8,8,4,13.0,16310000.0,2025-03-25,KH-00250,2038750.0,2025-03,1
BH26.0324,10,10,3,10.0,16306015.0,2026-01-28,KH-00502,1630602.0,2026-01,1
BH26.0555,3,3,1,12.0,16197214.0,2026-02-05,KH-00613,5399071.0,2026-02,0
BH26.0740,7,7,2,14.0,16196656.0,2026-02-13,KH-00569,2313808.0,2026-02,1
BH26.0869,2,2,1,10.0,16191663.0,2026-02-26,KH-00380,8095832.0,2026-02,0
BH26.0213,7,7,1,10.0,16189996.0,2026-01-24,KH-00437,2312857.0,2026-01,0
BH26.0751,10,10,2,12.0,16184716.0,2026-02-13,KH-00639,1618472.0,2026-02,1
BH26.0138,4,4,3,10.0,16184258.0,2026-01-22,KH-00006,4046064.0,2026-01,1
BH26.0345,5,5,1,10.0,16177773.0,2026-01-28,KH-00378,3235555.0,2026-01,0
BH25.0253,1,1,1,7.0,16138889.0,2025-03-07,KH-00159,16138889.0,2025-03,0
BH25.0444,6,6,1,10.0,16081478.0,2025-03-24,KH-00042,2680246.0,2025-03,0
BH25.0443,6,6,1,10.0,16069440.0,2025-03-24,KH-00042,2678240.0,2025-03,0
BH26.0712,5,5,2,9.0,16042219.0,2026-02-13,KH-00495,3208444.0,2026-02,1
BH26.0854,7,7,2,10.0,16020459.0,2026-02-26,KH-00502,2288637.0,2026-02,1
BH25.0635,10,10,3,10.0,15991199.0,2025-03-28,KH-00042,1599120.0,2025-03,1
BH26.0333,8,7,1,10.0,15976106.0,2026-01-28,KH-00508,1997013.0,2026-01,0
BH26.0840,5,5,1,10.0,15916666.0,2026-02-26,KH-00691,3183333.0,2026-02,0
BH26.0188,5,5,1,12.0,15861474.0,2026-01-23,KH-00422,3172295.0,2026-01,0
BH25.0605,6,6,2,10.0,15822643.0,2025-03-28,KH-00092,2637107.0,2025-03,1
BH26.0232,5,5,2,12.0,15771104.0,2026-01-24,KH-00448,3154221.0,2026-01,1
BH25.0318,4,4,1,15.0,15750000.0,2025-03-19,KH-00196,3937500.0,2025-03,0
BH26.0357,2,2,1,10.0,15749995.0,2026-01-28,KH-00522,7874998.0,2026-01,0
BH26.0423,8,8,2,11.0,15729993.0,2026-01-30,KH-00558,1966249.0,2026-01,1
BH26.0786,4,4,3,12.0,15667404.0,2026-02-24,KH-00557,3916851.0,2026-02,1
BH25.0310,12,12,3,15.0,15660000.0,2025-03-19,KH-00192,1305000.0,2025-03,1
BH26.0642,5,5,1,9.0,15644997.0,2026-02-10,KH-00348,3128999.0,2026-02,0
BH25.0263,5,5,2,12.0,15636108.0,2025-03-13,KH-00006,3127222.0,2025-03,1
BH26.0547,4,4,2,10.0,15488885.0,2026-02-05,KH-00609,3872221.0,2026-02,1
BH25.0105,14,14,3,16.0,15431481.0,2025-02-14,KH-00074,1102249.0,2025-02,1
BH25.0297,2,2,1,8.0,15362962.0,2025-03-18,KH-00186,7681481.0,2025-03,0
BH25.0651,1,1,1,12.0,15360000.0,2025-03-31,KH-00134,15360000.0,2025-03,0
BH26.0705,6,6,2,9.0,15308884.0,2026-02-12,KH-00653,2551481.0,2026-02,1
BH26.0545,1,1,1,10.0,15305550.0,2026-02-05,KH-00438,15305550.0,2026-02,0
BH26.0811,8,8,2,10.0,15256662.0,2026-02-24,KH-00605,1907083.0,2026-02,1
BH25.0562,7,7,1,13.0,15120000.0,2025-03-26,KH-00167,2160000.0,2025-03,0
BH26.0682,7,6,1,11.0,15106661.0,2026-02-12,KH-00634,2158094.0,2026-02,0
BH26.0644,10,10,1,13.0,15069067.0,2026-02-10,KH-00079,1506907.0,2026-02,0
BH25.0090,2,2,2,10.0,15038146.0,2025-02-11,KH-00006,7519073.0,2025-02,1
BH25.0049,9,9,2,12.0,15000000.0,2025-01-18,KH-00035,1666667.0,2025-01,1
BH26.0086,2,2,1,9.0,14999994.0,2026-01-16,KH-00373,7499997.0,2026-01,0
BH25.0067,1,1,1,2.0,14981481.0,2025-02-07,KH-00036,14981481.0,2025-02,0
BH25.0050,1,1,1,2.0,14981481.0,2025-01-20,KH-00036,14981481.0,2025-01,0
BH25.0657,11,11,3,12.0,14960000.0,2025-03-31,KH-00192,1360000.0,2025-03,1
BH26.0488,1,1,1,6.0,14944444.0,2026-02-03,KH-00592,14944444.0,2026-02,0
BH26.0733,5,5,1,9.0,14923887.0,2026-02-13,KH-00663,2984777.0,2026-02,0
BH26.0623,8,8,2,9.0,14922315.0,2026-02-10,KH-00006,1865289.0,2026-02,1
BH26.0456,8,8,2,11.0,14898884.0,2026-01-31,KH-00435,1862360.0,2026-01,1
BH26.0020,2,2,0,5.0,14872220.0,2026-01-12,KH-00345,7436110.0,2026-01,0
BH25.0102,4,4,2,11.0,14825552.0,2025-02-14,KH-00006,3706388.0,2025-02,1
BH26.0833,6,6,1,10.0,14758332.0,2026-02-26,KH-00006,2459722.0,2026-02,0
BH25.0560,6,6,3,11.0,14702643.0,2025-03-26,KH-00290,2450440.0,2025-03,1
BH26.0761,1,1,1,10.0,14694440.0,2026-02-13,KH-00147,14694440.0,2026-02,0
BH25.0185,4,4,2,10.0,14649256.0,2025-02-22,KH-00006,3662314.0,2025-02,1
BH25.0545,4,4,1,12.0,14600000.0,2025-03-25,KH-00016,3650000.0,2025-03,0
BH25.0209,8,8,2,9.0,14582643.0,2025-02-22,KH-00150,1822830.0,2025-02,1
BH26.0384,9,9,2,10.0,14576478.0,2026-01-28,KH-00535,1619609.0,2026-01,1
BH26.0205,4,4,1,9.0,14566108.0,2026-01-24,KH-00430,3641527.0,2026-01,0
BH25.0026,7,7,4,8.0,14466018.0,2025-01-11,KH-00019,2066574.0,2025-01,1
BH25.0126,5,5,1,12.0,14260000.0,2025-02-17,KH-00092,2852000.0,2025-02,0
BH25.0608,5,5,1,12.0,14240000.0,2025-03-28,KH-00168,2848000.0,2025-03,0
BH26.0340,7,7,1,11.0,14207958.0,2026-01-28,KH-00511,2029708.0,2026-01,0
BH26.0856,9,9,3,10.0,14162587.0,2026-02-26,KH-00440,1573621.0,2026-02,1
BH25.0207,8,8,3,10.0,14122643.0,2025-02-22,KH-00148,1765330.0,2025-02,1
BH26.0304,5,4,2,11.0,14104439.0,2026-01-27,KH-00493,2820888.0,2026-01,1
BH26.0845,7,6,3,11.0,14099811.0,2026-02-26,KH-00630,2014259.0,2026-02,1
BH25.0473,3,3,2,11.0,14050000.0,2025-03-24,KH-00101,4683333.0,2025-03,1
BH25.0668,7,7,3,13.0,13870000.0,2025-03-31,KH-00326,1981429.0,2025-03,1
BH25.0082,7,7,3,10.0,13730000.0,2025-02-10,KH-00061,1961429.0,2025-02,1
BH26.0657,6,6,1,10.0,13520827.0,2026-02-12,KH-00644,2253471.0,2026-02,0
BH25.0201,9,9,2,11.0,13450000.0,2025-02-22,KH-00142,1494444.0,2025-02,1
BH26.0613,8,8,2,10.0,13301104.0,2026-02-09,KH-00632,1662638.0,2026-02,1
BH25.0220,2,2,1,7.0,13287034.0,2025-02-24,KH-00006,6643517.0,2025-02,0
BH25.0034,1,1,1,6.0,13277778.0,2025-01-13,KH-00025,13277778.0,2025-01,0
BH25.0264,6,6,2,8.0,13213517.0,2025-03-13,KH-00006,2202253.0,2025-03,1
BH26.0296,9,9,3,9.0,13197126.0,2026-01-27,KH-00074,1466347.0,2026-01,1
BH26.0800,5,5,2,13.0,13187212.0,2026-02-24,KH-00682,2637442.0,2026-02,1
BH25.0273,5,5,3,10.0,13140000.0,2025-03-14,KH-00182,2628000.0,2025-03,1
BH25.0109,9,9,2,11.0,13090000.0,2025-02-14,KH-00078,1454444.0,2025-02,1
BH26.0621,8,8,2,8.0,13075740.0,2026-02-10,KH-00006,1634468.0,2026-02,1
BH25.0575,6,6,2,11.0,13050000.0,2025-03-27,KH-00196,2175000.0,2025-03,1
BH26.0708,6,6,4,9.0,13042404.0,2026-02-13,KH-00435,2173734.0,2026-02,1
BH25.0274,9,9,3,11.0,13004039.0,2025-03-14,KH-00027,1444893.0,2025-03,1
BH25.0607,9,9,2,11.0,12980000.0,2025-03-28,KH-00303,1442222.0,2025-03,1
BH25.0610,6,6,2,11.0,12770000.0,2025-03-28,KH-00305,2128333.0,2025-03,1
BH26.0929,4,4,2,9.0,12769167.0,2026-02-28,KH-00006,3192292.0,2026-02,1
BH25.0277,7,7,3,11.0,12650000.0,2025-03-17,KH-00184,1807143.0,2025-03,1
BH26.0830,6,6,3,8.0,12633702.0,2026-02-26,KH-00006,2105617.0,2026-02,1
BH26.0828,8,8,2,9.0,12626572.0,2026-02-26,KH-00006,1578322.0,2026-02,1
BH26.0664,9,9,2,10.0,12614622.0,2026-02-12,KH-00535,1401625.0,2026-02,1
BH26.0749,6,6,1,8.0,12568330.0,2026-02-13,KH-00605,2094722.0,2026-02,0
BH25.0382,2,2,1,10.0,12500000.0,2025-03-21,KH-00035,6250000.0,2025-03,0
BH25.0353,1,1,1,10.0,12500000.0,2025-03-20,KH-00212,12500000.0,2025-03,0
BH26.0317,1,1,1,5.0,12458333.0,2026-01-28,KH-00500,12458333.0,2026-01,0
BH25.0095,3,3,3,7.0,12449813.0,2025-02-11,KH-00006,4149938.0,2025-02,1
BH26.0060,1,1,1,5.0,12441205.0,2026-01-15,KH-00019,12441205.0,2026-01,0
BH25.0612,4,4,1,10.0,12360000.0,2025-03-28,KH-00004,3090000.0,2025-03,0
BH25.0260,7,7,1,10.0,12340000.0,2025-03-10,KH-00035,1762857.0,2025-03,0
BH26.0807,5,5,2,9.0,12302126.0,2026-02-24,KH-00147,2460425.0,2026-02,1
BH25.0004,1,1,1,5.0,12268519.0,2025-01-06,KH-00004,12268519.0,2025-01,0
BH26.0195,3,3,1,5.0,12268518.0,2026-01-24,KH-00004,4089506.0,2026-01,0
BH26.0835,6,6,2,8.0,12232218.0,2026-02-26,KH-00647,2038703.0,2026-02,1
BH26.0139,5,5,2,8.0,12205924.0,2026-01-22,KH-00006,2441185.0,2026-01,1
BH26.0075,7,7,2,9.0,12198796.0,2026-01-16,KH-00006,1742685.0,2026-01,1
BH25.0658,9,9,3,12.0,12195116.0,2025-03-31,KH-00097,1355013.0,2025-03,1
BH25.0634,4,4,2,10.0,12150000.0,2025-03-28,KH-00282,3037500.0,2025-03,1
BH25.0452,6,6,3,10.0,12143787.0,2025-03-24,KH-00022,2023964.0,2025-03,1
BH25.0659,7,7,5,10.0,12092962.0,2025-03-31,KH-00184,1727566.0,2025-03,1
BH26.0497,3,3,1,13.0,12087211.0,2026-02-04,KH-00594,4029070.0,2026-02,0
BH26.0765,4,4,1,7.0,12046109.0,2026-02-13,KH-00673,3011527.0,2026-02,0
BH26.0821,4,4,2,7.0,11997220.0,2026-02-25,KH-00647,2999305.0,2026-02,1
BH25.0600,6,6,2,10.0,11970000.0,2025-03-28,KH-00078,1995000.0,2025-03,1
BH25.0150,7,7,1,10.0,11900000.0,2025-02-19,KH-00109,1700000.0,2025-02,0
BH25.0456,6,6,1,10.0,11790000.0,2025-03-24,KH-00142,1965000.0,2025-03,0
BH25.0511,3,3,2,10.0,11760000.0,2025-03-25,KH-00027,3920000.0,2025-03,1
BH25.0103,8,8,3,10.0,11750000.0,2025-02-14,KH-00043,1468750.0,2025-02,1
BH25.0048,8,8,3,10.0,11750000.0,2025-01-18,KH-00034,1468750.0,2025-01,1
BH26.0831,5,5,3,9.0,11699723.0,2026-02-26,KH-00006,2339945.0,2026-02,1
BH25.0114,9,9,2,10.0,11590000.0,2025-02-14,KH-00022,1287778.0,2025-02,1
BH25.0298,9,9,3,11.0,11570000.0,2025-03-18,KH-00189,1285556.0,2025-03,1
BH25.0070,8,8,2,10.0,11520000.0,2025-02-07,KH-00027,1440000.0,2025-02,1
BH26.0588,5,5,1,8.0,11407217.0,2026-02-07,KH-00501,2281443.0,2026-02,0
BH26.0443,1,1,1,5.0,11342593.0,2026-01-31,KH-00157,11342593.0,2026-01,0
BH25.0224,2,2,1,6.0,11286112.0,2025-02-24,KH-00023,5643056.0,2025-02,0
BH25.0055,1,1,1,5.0,11064815.0,2025-01-22,KH-00041,11064815.0,2025-01,0
BH25.0047,1,1,1,5.0,11064815.0,2025-01-17,KH-00033,11064815.0,2025-01,0
BH26.0533,3,3,1,12.0,11021101.0,2026-02-05,KH-00397,3673700.0,2026-02,0
BH26.0596,5,5,1,7.0,10929723.0,2026-02-09,KH-00006,2185945.0,2026-02,0
BH25.0237,7,7,3,8.0,10890000.0,2025-02-26,KH-00165,1555714.0,2025-02,1
BH26.0814,6,6,2,7.0,10884997.0,2026-02-24,KH-00605,1814166.0,2026-02,1
BH25.0662,5,5,1,9.0,10850000.0,2025-03-31,KH-00323,2170000.0,2025-03,0
BH26.0863,5,5,1,7.0,10756664.0,2026-02-26,KH-00358,2151333.0,2026-02,0
BH26.0089,4,4,1,5.0,10716664.0,2026-01-16,KH-00375,2679166.0,2026-01,0
BH26.0400,5,5,1,7.0,10639996.0,2026-01-29,KH-00545,2127999.0,2026-01,0
BH25.0302,6,6,3,10.0,10550000.0,2025-03-18,KH-00078,1758333.0,2025-03,1
BH26.0637,3,3,1,9.0,10529163.0,2026-02-10,KH-00513,3509721.0,2026-02,0
BH25.0234,7,7,2,9.0,10510000.0,2025-02-26,KH-00162,1501429.0,2025-02,1
BH26.0590,3,3,2,6.0,10509074.0,2026-02-09,KH-00006,3503025.0,2026-02,1
BH25.0356,10,9,2,10.0,10400000.0,2025-03-20,KH-00074,1040000.0,2025-03,1
BH26.0562,1,1,0,6.0,10000000.0,2026-02-06,KH-00617,10000000.0,2026-02,0
BH26.0767,3,3,1,6.0,9953332.0,2026-02-13,KH-00674,3317777.0,2026-02,0
BH26.0591,4,4,2,6.0,9945832.0,2026-02-09,KH-00006,2486458.0,2026-02,1
BH26.0457,5,4,1,7.0,9833330.0,2026-01-31,KH-00578,1966666.0,2026-01,0
BH25.0341,6,6,2,8.0,9800000.0,2025-03-20,KH-00206,1633333.0,2025-03,1
BH26.0074,5,5,2,7.0,9646389.0,2026-01-16,KH-00006,1929278.0,2026-01,1
BH26.0487,1,1,0,1.0,9157407.0,2026-02-03,KH-00591,9157407.0,2026-02,0
BH26.0009,1,1,0,1.0,9157407.0,2026-01-12,KH-00337,9157407.0,2026-01,0
BH26.0084,1,1,0,3.0,8923332.0,2026-01-16,KH-00366,8923332.0,2026-01,0
BH25.0099,1,1,1,4.0,8851852.0,2025-02-13,KH-00070,8851852.0,2025-02,0
BH26.0599,4,4,2,5.0,8676759.0,2026-02-09,KH-00006,2169190.0,2026-02,1
BH25.0123,1,1,1,4.0,8518519.0,2025-02-15,KH-00090,8518519.0,2025-02,0
BH26.0491,2,2,0,2.0,8481482.0,2026-02-04,KH-00157,4240741.0,2026-02,0
