so_number,order_date,fiscal_year,fiscal_month,fiscal_quarter,customer_code,customer_name,province_name,region,tong_dong,tong_sl,tong_tien,so_nhom_sp,so_sku
BH25.0178,2025-02-20,2025,2,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,12,36.0,42452962.0,1,12
BH25.0179,2025-02-20,2025,2,1,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,14,33.0,38740000.0,2,14
BH25.0171,2025-02-20,2025,2,1,KH-00128,HỘ KINH DOANH TÂY BẮC,Thanh Hóa,Miền Trung,12,40.0,46560000.0,2,12
BH25.0181,2025-02-20,2025,2,1,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,3,15.0,17930000.0,1,3
BH25.0177,2025-02-20,2025,2,1,KH-00043,CÔNG TY TNHH LONG PHÚ,TP Đà Nẵng,Miền Bắc,13,14.0,16540000.0,2,13
BH25.0170,2025-02-20,2025,2,1,KH-00127,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nam,Miền Bắc,6,40.0,48240000.0,1,6
BH25.0176,2025-02-20,2025,2,1,KH-00034,CÔNG TY TNHH BÌNH MINH,Đà Nẵng,Miền Trung,13,18.0,21000000.0,1,13
BH25.0168,2025-02-20,2025,2,1,KH-00126,HỘ KINH DOANH HOÀ BÌNH,Thanh Hoá,Miền Trung,15,32.0,37970000.0,3,15
BH25.0167,2025-02-20,2025,2,1,KH-00125,HỘ KINH DOANH BÌNH MINH,Thanh Hóa,Miền Trung,2,17.0,21860000.0,1,2
BH25.0166,2025-02-20,2025,2,1,KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Thanh Hoá,Miền Trung,14,30.0,36220000.0,2,14
BH25.0165,2025-02-20,2025,2,1,KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,8,20.0,17390000.0,2,8
BH25.0164,2025-02-20,2025,2,1,KH-00122,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,16,30.0,28520000.0,3,16
BH25.0163,2025-02-20,2025,2,1,KH-00121,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,17,19.0,25527929.0,4,17
BH25.0162,2025-02-20,2025,2,1,KH-00120,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,13,31.0,30742643.0,4,13
BH25.0161,2025-02-20,2025,2,1,KH-00119,DOANH NGHIỆP TW MẶT TRỜI,Hà Nội,Miền Bắc,19,24.0,28372558.0,3,19
BH25.0160,2025-02-20,2025,2,1,KH-00048,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,1,2.0,4425926.0,1,1
BH25.0159,2025-02-20,2025,2,1,KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,Nam Định,Miền Bắc,1,3.0,7361111.0,1,1
BH25.0169,2025-02-20,2025,2,1,KH-00024,CÔNG TY TNHH MINH PHƯƠNG,Ninh Bình,Miền Bắc,7,50.0,60560000.0,2,7
BH25.0182,2025-02-21,2025,2,1,KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,Quảng Nam,Miền Trung,9,81.0,128609691.0,1,8
BH25.0183,2025-02-21,2025,2,1,KH-00038,DOANH NGHIỆP TW TÂN TIẾN,Thái Nguyên,Miền Bắc,16,59.0,74329035.0,2,16
BH25.0184,2025-02-21,2025,2,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,12,30.0,49465370.0,4,12
BH25.0209,2025-02-22,2025,2,1,KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,Miền Bắc,8,9.0,14582643.0,2,8
BH25.0208,2025-02-22,2025,2,1,KH-00149,CỬA HÀNG XE ĐẠP TÚ ANH,Hải Dương,Miền Bắc,11,23.0,35767929.0,5,11
BH25.0205,2025-02-22,2025,2,1,KH-00146,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,11,14.0,18640000.0,4,11
BH25.0206,2025-02-22,2025,2,1,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,Miền Bắc,22,53.0,64955042.0,3,22
BH25.0210,2025-02-22,2025,2,1,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,Miền Bắc,6,6.0,7300000.0,2,6
BH25.0207,2025-02-22,2025,2,1,KH-00148,HỘ KINH DOANH THUỶ TIÊN,Hải Dươn,Miền Bắc,8,10.0,14122643.0,3,8
BH25.0211,2025-02-22,2025,2,1,KH-00151,CÔNG TY TNHH LÊ ANH,Hà Tĩnh,Miền Trung,23,36.0,42300000.0,3,23
BH25.0218,2025-02-22,2025,2,1,KH-00097,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,20,45.0,53722962.0,4,20
BH25.0213,2025-02-22,2025,2,1,KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,Miền Trung,12,32.0,33900000.0,3,12
BH25.0214,2025-02-22,2025,2,1,KH-00154,DOANH NGHIỆP TW VĨNH PHÁT,Hà Tĩnh,Miền Trung,5,21.0,23640000.0,1,5
BH25.0215,2025-02-22,2025,2,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,14,20.0,20702962.0,4,14
BH25.0216,2025-02-22,2025,2,1,KH-00155,DOANH NGHIỆP TW HÙNG CƯỜNG,Hà Nội,Miền Bắc,13,41.0,40062117.0,4,13
BH25.0217,2025-02-22,2025,2,1,KH-00067,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,20,31.0,36331481.0,4,20
BH25.0219,2025-02-22,2025,2,1,KH-00156,DOANH NGHIỆP TW VIỆT ANH,Thanh Hoá,Miền Trung,13,18.0,21250000.0,3,13
BH25.0204,2025-02-22,2025,2,1,KH-00145,HỘ KINH DOANH PHÚ THỊNH,Quảng Ngãi,Miền Trung,13,20.0,22940000.0,4,13
BH25.0212,2025-02-22,2025,2,1,KH-00152,HỘ KINH DOANH TRÍ ĐỨC,Nghệ An,Miền Trung,14,35.0,38830000.0,3,14
BH25.0203,2025-02-22,2025,2,1,KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,Vĩnh Yên,Miền Bắc,17,20.0,22418078.0,4,17
BH25.0202,2025-02-22,2025,2,1,KH-00143,DOANH NGHIỆP TW TÂY BẮC,Vĩnh Phúc,Miền Bắc,12,20.0,29700000.0,2,12
BH25.0201,2025-02-22,2025,2,1,KH-00142,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,9,11.0,13450000.0,2,9
BH25.0185,2025-02-22,2025,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,4,10.0,14649256.0,2,4
BH25.0186,2025-02-22,2025,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,4,16.0,29092958.0,2,4
BH25.0187,2025-02-22,2025,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,7,14.0,19331293.0,2,7
BH25.0188,2025-02-22,2025,2,1,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,4,15.0,17520000.0,1,4
BH25.0190,2025-02-22,2025,2,1,KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,25,38.0,42370000.0,4,25
BH25.0191,2025-02-22,2025,2,1,KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hà Nam,Miền Bắc,11,29.0,36580000.0,3,11
BH25.0192,2025-02-22,2025,2,1,KH-00138,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Thái Bình,Miền Bắc,26,50.0,52850000.0,3,26
BH25.0189,2025-02-22,2025,2,1,KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,19,30.0,34180000.0,3,19
BH25.0194,2025-02-22,2025,2,1,KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hà Nội,Miền Bắc,11,30.0,36169522.0,2,11
BH25.0195,2025-02-22,2025,2,1,KH-00139,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,34,50.0,73572860.0,3,34
BH25.0196,2025-02-22,2025,2,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,1,1.0,1300000.0,1,1
BH25.0197,2025-02-22,2025,2,1,KH-00140,CÔNG TY TNHH XÂY DỰNG,Hải Dương,Miền Bắc,15,29.0,40760000.0,3,15
BH25.0198,2025-02-22,2025,2,1,KH-00141,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hải Phòng,Miền Bắc,40,120.0,108820000.0,3,40
BH25.0199,2025-02-22,2025,2,1,KH-00064,CÔNG TY TNHH SƠN HÀ,Khu 6 – TT Gia Lộc – Huyện Gia Lộc – Hải Dương,Miền Bắc,14,60.0,70780000.0,1,14
BH25.0200,2025-02-22,2025,2,1,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,16,29.0,34590000.0,3,16
BH25.0193,2025-02-22,2025,2,1,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,Hà Nội,Miền Bắc,11,16.0,18270000.0,3,11
BH25.0220,2025-02-24,2025,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,2,7.0,13287034.0,1,2
BH25.0221,2025-02-24,2025,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,2,5.0,7241295.0,2,2
BH25.0222,2025-02-24,2025,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,19.0,31538141.0,2,5
BH25.0223,2025-02-24,2025,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,16.0,28204254.0,2,5
BH25.0224,2025-02-24,2025,2,1,KH-00023,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2,6.0,11286112.0,1,2
BH25.0229,2025-02-25,2025,2,1,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,6,23.0,17411481.0,2,6
BH25.0230,2025-02-25,2025,2,1,KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Thủ Dầu Một,Miền Bắc,1,2.0,4611111.0,1,1
BH25.0228,2025-02-25,2025,2,1,KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thái Bình,Miền Bắc,12,19.0,23040000.0,2,12
BH25.0226,2025-02-25,2025,2,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2,2.0,7018519.0,2,2
BH25.0225,2025-02-25,2025,2,1,KH-00042,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,12,15.0,25879622.0,2,12
BH25.0227,2025-02-25,2025,2,1,KH-00042,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,13,16.0,24976845.0,2,13
BH25.0239,2025-02-26,2025,2,1,KH-00167,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Hà Nội,Miền Bắc,10,19.0,24390000.0,3,10
BH25.0242,2025-02-26,2025,2,1,KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,24,36.0,41700000.0,2,24
BH25.0241,2025-02-26,2025,2,1,KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Ninh Bình,Miền Bắc,24,77.0,89420000.0,3,24
BH25.0240,2025-02-26,2025,2,1,KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,13,36.0,32882117.0,3,13
BH25.0238,2025-02-26,2025,2,1,KH-00166,HỘ KINH DOANH QUANG VINH,Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,10,18.0,23312643.0,3,10
BH25.0237,2025-02-26,2025,2,1,KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Bắc Giang,Miền Bắc,7,8.0,10890000.0,3,7
BH25.0235,2025-02-26,2025,2,1,KH-00163,HỘ KINH DOANH XUÂN MAI,Hà Nội,Miền Bắc,9,20.0,24015924.0,2,9
BH25.0234,2025-02-26,2025,2,1,KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,7,9.0,10510000.0,2,7
BH25.0233,2025-02-26,2025,2,1,KH-00075,CÔNG TY CỔ PHẦN ĐÔNG NAM,Hà Nội,Miền Bắc,11,21.0,24900000.0,3,11
BH25.0232,2025-02-26,2025,2,1,KH-00161,CÔNG TY TNHH THIÊN AN,Hà Nội,Miền Bắc,13,13.0,21197215.0,4,13
BH25.0231,2025-02-26,2025,2,1,KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,1,1.0,2768519.0,1,1
BH25.0236,2025-02-26,2025,2,1,KH-00164,HỘ KINH DOANH XÂY DỰNG,Thân Nhân Trung - TT Bích Động - Việt Yên - Bắc Giang,Miền Bắc,8,21.0,25750000.0,3,8
BH25.0243,2025-02-27,2025,2,1,KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,1,10.0,24259259.0,1,1
BH25.0244,2025-02-27,2025,2,1,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,Hà Nội,Miền Bắc,1,2.0,2300000.0,1,1
BH25.0245,2025-02-28,2025,2,1,KH-00040,CÔNG TY TNHH VẠN LỢI,Vinh,Miền Bắc,1,34.0,61200000.0,1,1
BH25.0246,2025-02-28,2025,2,1,KH-00172,CỬA HÀNG XE ĐẠP XÂY DỰNG,Đường Trang Quan - Xã An Đồng - Huyện An Dương - Hải Phòng.,Miền Bắc,1,82.0,138944444.0,1,1
BH25.0248,2025-03-01,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,12,54.0,93419538.0,3,12
BH25.0247,2025-03-01,2025,3,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,14,90.0,144824168.0,3,14
BH25.0251,2025-03-06,2025,3,1,KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hà Nội,Miền Bắc,1,1.0,7490741.0,1,1
BH25.0250,2025-03-06,2025,3,1,KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Đà Nẵng,Miền Trung,8,20.0,23300000.0,1,8
BH25.0249,2025-03-06,2025,3,1,KH-00011,DOANH NGHIỆP TW NAM TIẾN,Hà Nội,Miền Bắc,1,1.0,2305556.0,1,1
BH25.0252,2025-03-07,2025,3,1,KH-00176,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,1,1.0,1472222.0,1,1
BH25.0253,2025-03-07,2025,3,1,KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Thủ Dầu Một,Miền Bắc,1,7.0,16138889.0,1,1
BH25.0254,2025-03-08,2025,3,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,3,12.0,16779256.0,2,3
BH25.0255,2025-03-08,2025,3,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,2,5.0,7519073.0,2,2
BH25.0256,2025-03-08,2025,3,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,6,18.0,30635736.0,3,6
BH25.0262,2025-03-10,2025,3,1,KH-00012,HỘ KINH DOANH THIÊN AN,Hà Nội,Miền Bắc,1,1.0,2592593.0,1,1
BH25.0260,2025-03-10,2025,3,1,KH-00035,CỬA HÀNG XE ĐẠP TÂY BẮC,Đà Nẵng,Miền Trung,7,10.0,12340000.0,1,7
BH25.0261,2025-03-10,2025,3,1,KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2,2.0,4240741.0,2,2
BH25.0258,2025-03-10,2025,3,1,KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2,3.0,7388889.0,1,2
BH25.0257,2025-03-10,2025,3,1,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,Thái Nguyên,Miền Bắc,21,50.0,58360000.0,3,21
BH25.0259,2025-03-10,2025,3,1,KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,1,1.0,2212963.0,1,1
BH25.0263,2025-03-13,2025,3,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,12.0,15636108.0,2,5
BH25.0264,2025-03-13,2025,3,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,6,8.0,13213517.0,2,6
BH25.0265,2025-03-13,2025,3,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,13.0,21398884.0,2,5
BH25.0266,2025-03-13,2025,3,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,4,32.0,51076660.0,2,4
BH25.0267,2025-03-13,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,2,20.0,39141667.0,1,2
BH25.0268,2025-03-13,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,20,78.0,148823888.0,5,20
BH25.0269,2025-03-13,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,5,25.0,64915277.0,3,5
BH25.0275,2025-03-14,2025,3,1,KH-00183,DOANH NGHIỆP TW LONG PHÚ,Bắc Giang,Miền Bắc,13,17.0,20000000.0,2,13
BH25.0273,2025-03-14,2025,3,1,KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,Sơn La,Miền Bắc,5,10.0,13140000.0,3,5
BH25.0274,2025-03-14,2025,3,1,KH-00027,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,9,11.0,13004039.0,3,9
BH25.0271,2025-03-14,2025,3,1,KH-00133,DOANH NGHIỆP TW YÊN BÌNH,Thanh Hoá,Miền Trung,1,6.0,3000000.0,1,1
BH25.0270,2025-03-14,2025,3,1,KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Thanh Hoá,Miền Trung,18,40.0,47210000.0,1,18
BH25.0272,2025-03-14,2025,3,1,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,19,103.0,145317087.0,2,19
BH25.0291,2025-03-17,2025,3,1,KH-00186,HỘ KINH DOANH XÂY DỰNG,Vĩnh Phúc,Miền Bắc,2,8.0,16464815.0,1,2
BH25.0290,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,5,15.0,38949167.0,3,5
BH25.0289,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,17,41.0,84357777.0,5,17
BH25.0288,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,18,57.0,110651852.0,5,18
BH25.0287,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,5,20.0,51932224.0,3,5
BH25.0286,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,5,20.0,51932224.0,3,5
BH25.0284,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,19,79.0,165763887.0,5,19
BH25.0285,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,19,60.0,119613798.0,5,19
BH25.0282,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,1,5.0,17431944.0,1,1
BH25.0281,2025-03-17,2025,3,1,KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Tỉnh Hòa Bình.,Miền Bắc,1,1.0,2546296.0,1,1
BH25.0280,2025-03-17,2025,3,1,KH-00014,HỘ KINH DOANH LONG PHÚ,Bắc Ninh,Miền Bắc,13,44.0,45160000.0,3,13
BH25.0279,2025-03-17,2025,3,1,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,Thái Nguyên,Miền Bắc,16,40.0,50285148.0,4,16
BH25.0278,2025-03-17,2025,3,1,KH-00079,CÔNG TY TNHH ĐÔNG NAM,Bắc Giang,Miền Bắc,7,19.0,22170000.0,1,7
BH25.0277,2025-03-17,2025,3,1,KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,Hoà Bình,Miền Bắc,7,11.0,12650000.0,3,7
BH25.0276,2025-03-17,2025,3,1,KH-00046,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Đồng Hới,Miền Bắc,17,68.0,108164789.0,2,17
BH25.0283,2025-03-17,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,4,20.0,47483333.0,3,4
BH25.0299,2025-03-18,2025,3,1,KH-00068,CÔNG TY CỔ PHẦN SÁN LẠP,Vĩnh Phúc,Miền Bắc,8,22.0,17490000.0,2,8
BH25.0304,2025-03-18,2025,3,1,KH-00098,HỘ KINH DOANH MẶT TRỜI,Nghệ An,Miền Trung,13,130.0,150700000.0,2,13
BH25.0303,2025-03-18,2025,3,1,KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,15,21.0,27787000.0,2,15
BH25.0301,2025-03-18,2025,3,1,KH-00024,CÔNG TY TNHH MINH PHƯƠNG,Ninh Bình,Miền Bắc,12,40.0,47260000.0,2,12
BH25.0300,2025-03-18,2025,3,1,KH-00190,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,6,14.0,18187000.0,1,5
BH25.0298,2025-03-18,2025,3,1,KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,9,11.0,11570000.0,3,9
BH25.0302,2025-03-18,2025,3,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,6,10.0,10550000.0,3,6
BH25.0296,2025-03-18,2025,3,1,KH-00016,DOANH NGHIỆP TW VIỆT ANH,Quảng Trị,Miền Trung,12,21.0,25080000.0,2,12
BH25.0295,2025-03-18,2025,3,1,KH-00188,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hóa,Miền Trung,10,17.0,36624908.0,5,10
BH25.0294,2025-03-18,2025,3,1,KH-00188,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hóa,Miền Trung,5,15.0,38949167.0,3,5
BH25.0297,2025-03-18,2025,3,1,KH-00186,HỘ KINH DOANH XÂY DỰNG,Vĩnh Phúc,Miền Bắc,2,8.0,15362962.0,1,2
BH25.0293,2025-03-18,2025,3,1,KH-00187,HỘ KINH DOANH NGỌC ANH,Hà Nội,Miền Bắc,1,1.0,2768519.0,1,1
BH25.0292,2025-03-18,2025,3,1,KH-00001,HỘ KINH DOANH TÚ ANH,Hà Nội,Miền Bắc,1,3.0,6916667.0,1,1
BH25.0322,2025-03-19,2025,3,1,KH-00075,CÔNG TY CỔ PHẦN ĐÔNG NAM,Hà Nội,Miền Bắc,20,52.0,68567405.0,3,20
BH25.0323,2025-03-19,2025,3,1,KH-00198,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,28,59.0,66855229.0,5,28
BH25.0324,2025-03-19,2025,3,1,KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,Thanh Hoá,Miền Trung,15,27.0,30670000.0,2,15
BH25.0325,2025-03-19,2025,3,1,KH-00112,HỘ KINH DOANH TÚ ANH,Khu 2- thị trấn Kim Tân- Thạch Thành - Thanh Hóa,Miền Bắc,13,22.0,26261481.0,2,13
BH25.0326,2025-03-19,2025,3,1,KH-00126,HỘ KINH DOANH HOÀ BÌNH,Thanh Hoá,Miền Trung,3,15.0,18150000.0,1,3
BH25.0327,2025-03-19,2025,3,1,KH-00130,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Thanh Hoá,Miền Trung,11,22.0,25200000.0,2,11
BH25.0331,2025-03-19,2025,3,1,KH-00201,HỘ KINH DOANH XUÂN MAI,Hải Dương,Miền Bắc,28,40.0,54234212.0,5,28
BH25.0330,2025-03-19,2025,3,1,KH-00083,CÔNG TY CỔ PHẦN THƯƠNG MẠI THANH BÌNH,Hưng Yên,Miền Bắc,34,87.0,101950000.0,3,34
BH25.0321,2025-03-19,2025,3,1,KH-00078,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,17,40.0,33934124.0,4,17
BH25.0332,2025-03-19,2025,3,1,KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,Hà Nội,Miền Bắc,8,20.0,22660000.0,2,7
BH25.0333,2025-03-19,2025,3,1,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,Hà Nội,Miền Bắc,1,8.0,3760000.0,1,1
BH25.0334,2025-03-19,2025,3,1,KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Phú Thọ,Miền Bắc,1,1.0,2305556.0,1,1
BH25.0335,2025-03-19,2025,3,1,KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,Hà Nội,Miền Bắc,1,8.0,3760000.0,1,1
BH25.0329,2025-03-19,2025,3,1,KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,11,24.0,29140000.0,2,11
BH25.0320,2025-03-19,2025,3,1,KH-00190,HỘ KINH DOANH XÂY DỰNG,Hà Nội,Miền Bắc,16,31.0,35440000.0,4,16
BH25.0328,2025-03-19,2025,3,1,KH-00086,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,17,34.0,37563787.0,4,17
BH25.0318,2025-03-19,2025,3,1,KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,Bắc Ninh,Miền Bắc,4,15.0,15750000.0,1,4
BH25.0319,2025-03-19,2025,3,1,KH-00197,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nội,Miền Bắc,15,50.0,58070000.0,2,15
BH25.0305,2025-03-19,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,21,30.0,59339906.0,5,21
BH25.0306,2025-03-19,2025,3,1,KH-00173,DOANH NGHIỆP TW PHÚ THỊNH,Hà Nội,Miền Bắc,5,10.0,25966111.0,3,5
BH25.0308,2025-03-19,2025,3,1,KH-00023,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2,2.0,4425926.0,1,2
BH25.0309,2025-03-19,2025,3,1,KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,32,68.0,80740000.0,3,32
BH25.0310,2025-03-19,2025,3,1,KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,12,15.0,15660000.0,3,12
