"customer_code","last_order_date","recency_days","n_orders_total","revenue_total","avg_order_value","n_product_groups","trend_slope","active_in_t3","customer_name","province_name","region","n_orders_q1_2025","revenue_q1_2025","prob_active_30d","activity_risk","priority_contact"
"KH-00534","2026-03-13",18,3,91420345,30473448.0,4,51515169.0,1,"DOANH NGHIỆP TW AN PHÁT","Phú Thọ","Miền Bắc",3,91420345,0.1239,"Nguy cơ cao",1
"KH-00535","2026-02-12",47,2,27191100,13595550.0,3,-1961856.0,0,"CỬA HÀNG XE ĐẠP QUANG VINH","Phú Thọ","Miền Bắc",2,27191100,0.1264,"Nguy cơ cao",1
"KH-00536","2026-03-19",12,3,259185131,86395044.0,4,-12094813.0,1,"CỬA HÀNG XE ĐẠP LONG PHÚ","Hà Nội","Miền Bắc",3,259185131,0.2424,"Nguy cơ cao",1
"KH-00537","2026-01-28",62,1,20135548,20135548.0,1,0.0,0,"CÔNG TY CỔ PHẦN ĐÔNG NAM","Bắc Kạn","Miền Bắc",1,20135548,0.1144,"Nguy cơ cao",1
"KH-00538","2026-01-28",62,1,68250264,68250264.0,2,0.0,0,"HỘ KINH DOANH PHÚC AN","Cao Bằng","Miền Bắc",1,68250264,0.1865,"Nguy cơ cao",1
"KH-00539","2026-03-05",26,2,31601843,15800922.0,2,-2782593.0,1,"CỬA HÀNG XE ĐẠP CHI THÀNH","Thái Nguyên","Miền Bắc",2,31601843,0.1333,"Nguy cơ cao",1
"KH-00540","2026-01-29",61,1,2768519,2768519.0,1,0.0,0,"CÔNG TY TNHH NGỌC ANH","Hà Nội","Miền Bắc",1,2768519,0.092,"Nguy cơ cao",1
"KH-00541","2026-01-29",61,1,2361111,2361111.0,1,0.0,0,"HỘ KINH DOANH SÁN LẠP","TP Đà Nẵng","Miền Bắc",1,2361111,0.0915,"Nguy cơ cao",1
"KH-00542","2026-01-29",61,1,2361111,2361111.0,1,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN","Lạng Sơn","Miền Bắc",1,2361111,0.0915,"Nguy cơ cao",1
"KH-00543","2026-03-25",6,7,160932822,22990403.0,5,40710310.0,1,"CÔNG TY CỔ PHẦN SƠN HÀ","Hà Nội","Miền Bắc",7,160932822,0.3687,"Trung bình",0
"KH-00544","2026-03-27",4,4,95513958,23878490.0,3,41927676.0,1,"DOANH NGHIỆP TW VIỆT ANH","Hà Nội","Miền Bắc",4,95513958,0.1816,"Nguy cơ cao",1
"KH-00545","2026-03-21",10,6,140603678,23433946.0,3,10452684.0,1,"CÔNG TY CỔ PHẦN AN PHÁT","Phú Thọ","Miền Bắc",6,140603678,0.3746,"Trung bình",0
"KH-00546","2026-03-07",24,4,102786645,25696661.0,2,21292215.0,1,"CÔNG TY CỔ PHẦN SÁN LẠP","Quảng Trị","Miền Trung",4,102786645,0.2301,"Nguy cơ cao",1
"KH-00547","2026-03-29",2,4,76849432,19212358.0,2,8932777.0,1,"DOANH NGHIỆP TW THANH BÌNH","Quảng Ngãi","Miền Trung",4,76849432,0.231,"Nguy cơ cao",1
"KH-00548","2026-03-13",18,2,85288867,42644434.0,2,41127765.0,1,"CÔNG TY TNHH KHẢI HOÀN","Quảng Trị","Miền Trung",2,85288867,0.1268,"Nguy cơ cao",1
"KH-00549","2026-03-25",6,4,107020526,26755132.0,4,57069424.0,1,"CỬA HÀNG XE ĐẠP TÚ ANH","Phú Thọ","Miền Bắc",4,107020526,0.156,"Nguy cơ cao",1
"KH-00550","2026-03-14",17,2,17453698,8726849.0,2,1854074.0,1,"CÔNG TY TNHH ĐÔNG NAM","Phú Thọ","Miền Bắc",2,17453698,0.1189,"Nguy cơ cao",1
"KH-00551","2026-02-04",55,2,106954977,53477488.0,3,66978319.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP","Phú Thọ","Miền Bắc",2,106954977,0.1204,"Nguy cơ cao",1
"KH-00552","2026-01-29",61,1,21451568,21451568.0,2,0.0,0,"CỬA HÀNG XE ĐẠP YÊN BÌNH","Phú Thọ","Miền Bắc",1,21451568,0.107,"Nguy cơ cao",1
"KH-00553","2026-03-11",20,8,380577401,47572175.0,4,-47583000.0,1,"CÔNG TY CỔ PHẦN SƠN HÀ","Hà Nội","Miền Bắc",8,380577401,0.5828,"Trung bình",0
"KH-00554","2026-01-29",61,1,29284994,29284994.0,1,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP","Hà Nội","Miền Bắc",1,29284994,0.1275,"Nguy cơ cao",1
"KH-00555","2026-03-27",4,4,75368493,18842123.0,4,32616655.0,1,"CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH","Ninh Bình","Miền Bắc",4,75368493,0.1757,"Nguy cơ cao",1
"KH-00556","2026-03-20",11,8,136927734,17115967.0,4,9802405.5,1,"DOANH NGHIỆP TW THIÊN AN","Hà Nội","Miền Bắc",8,136927734,0.5565,"Trung bình",0
"KH-00557","2026-03-23",8,5,149525429,29905086.0,4,-33003603.5,1,"CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG","Hà Nội","Miền Bắc",5,149525429,0.3368,"Trung bình",0
"KH-00558","2026-03-30",1,15,247521431,16501429.0,4,-8229619.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ","Hà Nội","Miền Bắc",15,247521431,0.9587,"Tích cực",0
"KH-00559","2026-03-25",6,4,130582750,32645688.0,3,43752770.0,1,"CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC","Thanh Hóa","Miền Trung",4,130582750,0.1848,"Nguy cơ cao",1
"KH-00560","2026-03-16",15,3,121978308,40659436.0,2,-4902782.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH","Hải Phòng","Miền Bắc",3,121978308,0.2118,"Nguy cơ cao",1
"KH-00561","2026-01-30",60,1,47910731,47910731.0,2,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Bắc Ninh","Miền Bắc",1,47910731,0.1469,"Nguy cơ cao",1
"KH-00562","2026-03-30",1,9,189727644,21080849.0,4,17590130.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN","Hà Nội","Miền Bắc",9,189727644,0.6194,"Tích cực",0
"KH-00563","2026-03-27",4,9,321143241,35682582.0,3,263486585.0,1,"HỘ KINH DOANH YÊN BÌNH","Hà Nội","Miền Bắc",9,321143241,0.203,"Nguy cơ cao",1
"KH-00564","2026-03-25",6,8,386851008,48356376.0,5,70057751.0,1,"CỬA HÀNG XE ĐẠP SÁN LẠP","Thái Bình","Miền Bắc",8,386851008,0.3457,"Trung bình",0
"KH-00565","2026-03-03",28,2,234479759,117239880.0,2,38086845.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN","Hải Phòng","Miền Bắc",2,234479759,0.2477,"Nguy cơ cao",1
"KH-00566","2026-03-16",15,2,68413880,34206940.0,1,-19930550.0,1,"DOANH NGHIỆP TW PHÚ THỊNH","Hải Phòng","Miền Bắc",2,68413880,0.1822,"Nguy cơ cao",1
"KH-00567","2026-03-25",6,3,55461281,18487094.0,2,6332405.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ","TP Hải Phòng","Miền Bắc",3,55461281,0.1722,"Nguy cơ cao",1
"KH-00568","2026-03-25",6,5,195475781,39095156.0,4,18654300.5,1,"DOANH NGHIỆP TW NGỌC ANH","TP Hải Phòng","Miền Bắc",5,195475781,0.2589,"Nguy cơ cao",1
"KH-00569","2026-03-20",11,6,160361897,26726983.0,4,42756611.5,1,"CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc",6,160361897,0.3013,"Trung bình",0
"KH-00570","2026-03-25",6,6,139695891,23282648.0,3,33879164.5,1,"HỘ KINH DOANH TOÀN THẮNG","Hải Phòng","Miền Bắc",6,139695891,0.3342,"Trung bình",0
"KH-00571","2026-03-25",6,5,128870498,25774100.0,5,22462952.5,1,"CỬA HÀNG XE ĐẠP THUỶ TIÊN","Tuyên Quang","Miền Bắc",5,128870498,0.2375,"Nguy cơ cao",1
"KH-00572","2026-01-31",59,1,36044992,36044992.0,2,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH","Quảng Ninh","Miền Bắc",1,36044992,0.1273,"Nguy cơ cao",1
"KH-00573","2026-03-25",6,2,47634245,23817122.0,3,-5800187.0,1,"DOANH NGHIỆP TW THANH BÌNH","Quảng Ninh","Miền Bắc",2,47634245,0.1286,"Nguy cơ cao",1
"KH-00574","2026-01-31",59,1,34270830,34270830.0,0,0.0,0,"CỬA HÀNG XE ĐẠP LONG PHÚ","Quảng Ninh","Miền Bắc",1,34270830,0.1455,"Nguy cơ cao",1
"KH-00575","2026-03-25",6,3,140046168,46682056.0,2,25762878.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN","Quảng Ninh","Miền Bắc",3,140046168,0.1801,"Nguy cơ cao",1
"KH-00576","2026-01-31",59,1,21478325,21478325.0,2,0.0,0,"DOANH NGHIỆP TW THIÊN AN","Quảng Ninh","Miền Bắc",1,21478325,0.1065,"Nguy cơ cao",1
"KH-00577","2026-03-11",20,2,137491344,68745672.0,4,3552672.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG","Hưng Yên","Miền Bắc",2,137491344,0.1725,"Nguy cơ cao",1
"KH-00578","2026-03-19",12,4,70058877,17514719.0,2,13911387.5,1,"DOANH NGHIỆP TW NGỌC ANH","Hà Nội","Miền Bắc",4,70058877,0.2287,"Nguy cơ cao",1
"KH-00579","2026-01-31",59,1,34270830,34270830.0,0,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG","Quảng Ninh","Miền Bắc",1,34270830,0.1455,"Nguy cơ cao",1
"KH-00580","2026-03-18",13,4,84347851,21086963.0,3,34787855.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ","Đà Nẵng","Miền Trung",4,84347851,0.1916,"Nguy cơ cao",1
"KH-00581","2026-03-20",11,2,74082762,37041381.0,1,15340558.0,1,"DOANH NGHIỆP TW SƠN HÀ","Điện Biên","Miền Bắc",2,74082762,0.1501,"Nguy cơ cao",1
"KH-00582","2026-03-20",11,2,61546653,30773326.0,2,3233331.0,1,"HỘ KINH DOANH LONG PHÚ","Điện Biên","Miền Bắc",2,61546653,0.1416,"Nguy cơ cao",1
"KH-00583","2026-03-01",30,2,31195269,15597634.0,2,-1794537.0,1,"CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH","Đà Nẵng","Miền Trung",2,31195269,0.1335,"Nguy cơ cao",1
"KH-00584","2026-03-18",13,5,206414382,41282876.0,4,-23475549.5,1,"CÔNG TY TNHH CHI THÀNH","Hà Nội","Miền Bắc",5,206414382,0.3244,"Trung bình",0
"KH-00585","2026-03-07",24,2,77948867,38974434.0,3,-10133513.0,1,"CÔNG TY TNHH TÂY BẮC","Tuyên Quang","Miền Bắc",2,77948867,0.1576,"Nguy cơ cao",1
"KH-00586","2026-03-14",17,2,227250785,113625392.0,5,-78406371.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG","Phú Thọ","Miền Bắc",2,227250785,0.3495,"Trung bình",0
"KH-00587","2026-03-31",0,5,154618670,30923734.0,3,119427566.0,1,"DOANH NGHIỆP TW AN PHÁT","Hà Nội","Miền Bắc",5,154618670,0.1554,"Nguy cơ cao",1
"KH-00588","2026-03-25",6,3,68879802,22959934.0,2,-6926203.0,1,"CÔNG TY CỔ PHẦN TÂY BẮC","Hà Nội","Miền Bắc",3,68879802,0.1907,"Nguy cơ cao",1
"KH-00589","2026-02-02",57,1,16527777,16527777.0,1,0.0,0,"DOANH NGHIỆP TW KHẢI HOÀN","Hà Nội","Miền Bắc",1,16527777,0.1081,"Nguy cơ cao",1
"KH-00590","2026-02-02",57,1,2268519,2268519.0,1,0.0,0,"CÔNG TY TNHH TOÀN THẮNG","Thanh Hóa","Miền Trung",1,2268519,0.0905,"Nguy cơ cao",1
"KH-00591","2026-02-03",56,1,9157407,9157407.0,0,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN","Hà Nội","Miền Bắc",1,9157407,0.1067,"Nguy cơ cao",1
"KH-00592","2026-02-03",56,1,14944444,14944444.0,1,0.0,0,"CỬA HÀNG XE ĐẠP SÁN LẠP","TP Đà Nẵng","Miền Bắc",1,14944444,0.1057,"Nguy cơ cao",1
"KH-00593","2026-02-09",50,2,5185186,2592593.0,1,0.0,0,"CÔNG TY CỔ PHẦN NGỌC ANH","Hà Nội","Miền Bắc",2,5185186,0.1333,"Nguy cơ cao",1
"KH-00594","2026-03-31",0,6,517444621,86240770.0,4,174561455.0,1,"DOANH NGHIỆP TW LONG PHÚ","Nghệ An","Miền Trung",6,517444621,0.1165,"Nguy cơ cao",1
"KH-00595","2026-02-04",55,1,34527950,34527950.0,3,0.0,0,"CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH","Tuyên Quang","Miền Bắc",1,34527950,0.1143,"Nguy cơ cao",1
"KH-00596","2026-03-11",20,2,59219429,29609714.0,1,4350553.0,1,"DOANH NGHIỆP TW THUỶ TIÊN","TP Hải Phòng","Miền Bắc",2,59219429,0.1535,"Nguy cơ cao",1
"KH-00597","2026-03-18",13,2,124993024,62496512.0,5,16716762.0,1,"CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH","TP Hải Phòng","Miền Bắc",2,124993024,0.1377,"Nguy cơ cao",1
"KH-00598","2026-03-01",30,2,60865905,30432952.0,3,-3131479.0,1,"DOANH NGHIỆP TW SƠN HÀ","Hải Phòng","Miền Bắc",2,60865905,0.1421,"Nguy cơ cao",1
"KH-00599","2026-02-04",55,1,24137774,24137774.0,1,0.0,0,"CÔNG TY CỔ PHẦN XÂY DỰNG","Ninh Bình","Miền Bắc",1,24137774,0.1181,"Nguy cơ cao",1
"KH-00600","2026-03-25",6,2,50129802,25064901.0,2,302042.0,1,"CỬA HÀNG XE ĐẠP TOÀN THẮNG","Hưng Yên","Miền Bắc",2,50129802,0.1354,"Nguy cơ cao",1
"KH-00601","2026-03-27",4,3,40957770,13652590.0,3,4629628.0,1,"HỘ KINH DOANH PHÚ THỊNH","Hà Nội","Miền Bắc",3,40957770,0.1563,"Nguy cơ cao",1
"KH-00602","2026-02-04",55,1,33720915,33720915.0,3,0.0,0,"CÔNG TY TNHH THƯƠNG MẠI THIÊN AN","Hà Nội","Miền Bắc",1,33720915,0.1132,"Nguy cơ cao",1
"KH-00603","2026-03-25",6,2,93938873,46969436.0,2,13133323.0,1,"CÔNG TY CỔ PHẦN QUANG VINH","Đà Nẵng","Miền Trung",2,93938873,0.152,"Nguy cơ cao",1
"KH-00604","2026-03-25",6,2,44283325,22141662.0,1,-6155557.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN","Đà Nẵng","Miền Trung",2,44283325,0.1483,"Nguy cơ cao",1
"KH-00605","2026-03-24",7,21,477035002,22715952.0,4,82726592.0,1,"CÔNG TY CỔ PHẦN VĨNH PHÁT","TP Hải Phòng","Miền Bắc",21,477035002,0.9898,"Tích cực",0
"KH-00606","2026-03-21",10,3,46314992,15438331.0,1,452222.0,1,"CỬA HÀNG XE ĐẠP BÌNH MINH","Bắc Ninh","Miền Bắc",3,46314992,0.1903,"Nguy cơ cao",1
"KH-00607","2026-03-31",0,5,188444415,37688883.0,3,50151107.0,1,"CÔNG TY TNHH TÚ ANH","Nghệ An","Miền Trung",5,188444415,0.2312,"Nguy cơ cao",1
"KH-00608","2026-03-18",13,5,158372192,31674438.0,3,16548884.0,1,"CÔNG TY TNHH THƯƠNG MẠI TÚ ANH","Quảng Trị","Miền Trung",5,158372192,0.2837,"Nguy cơ cao",1
"KH-00609","2026-03-11",20,3,91827748,30609249.0,3,-4089814.0,1,"DOANH NGHIỆP TW NGỌC ANH","Hưng Yên","Miền Bắc",3,91827748,0.1878,"Nguy cơ cao",1
"KH-00610","2026-03-19",12,2,40836475,20418238.0,2,-7939813.0,1,"DOANH NGHIỆP TW HÙNG CƯỜNG","Hưng Yên","Miền Bắc",2,40836475,0.1386,"Nguy cơ cao",1
"KH-00611","2026-03-25",6,2,41169157,20584578.0,2,-12086385.0,1,"CÔNG TY TNHH VIỆT ANH","Thái Bình","Miền Bắc",2,41169157,0.1404,"Nguy cơ cao",1
"KH-00612","2026-03-02",29,2,107579235,53789618.0,3,3365191.0,1,"DOANH NGHIỆP TW XÂY DỰNG","TP Hải Phòng","Miền Bắc",2,107579235,0.1672,"Nguy cơ cao",1
"KH-00613","2026-03-11",20,2,46191650,23095825.0,2,13797222.0,1,"DOANH NGHIỆP TW HÙNG CƯỜNG","Quảng Ninh","Miền Bắc",2,46191650,0.1266,"Nguy cơ cao",1
"KH-00614","2026-03-25",6,2,78672394,39336197.0,3,-17597586.0,1,"CỬA HÀNG XE ĐẠP NAM TIẾN","Quảng Ninh","Miền Bắc",2,78672394,0.1585,"Nguy cơ cao",1
"KH-00615","2026-03-20",11,3,103794046,34598015.0,3,12215920.0,1,"CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH","Hải Phòng","Miền Bắc",3,103794046,0.1711,"Nguy cơ cao",1
"KH-00616","2026-02-06",53,1,2768519,2768519.0,1,0.0,0,"CÔNG TY CỔ PHẦN TRÍ ĐỨC","Hà Nội","Miền Bắc",1,2768519,0.0902,"Nguy cơ cao",1
"KH-00617","2026-03-04",27,2,26944444,13472222.0,0,6944444.0,1,"CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc",2,26944444,0.144,"Nguy cơ cao",1
"KH-00618","2026-02-07",52,1,26313330,26313330.0,1,0.0,0,"HỘ KINH DOANH ĐÔNG NAM","Nghệ An","Miền Trung",1,26313330,0.1203,"Nguy cơ cao",1
"KH-00619","2026-02-07",52,1,3231481,3231481.0,1,0.0,0,"CỬA HÀNG XE ĐẠP VĨNH PHÁT","TP Đà Nẵng","Miền Bắc",1,3231481,0.0905,"Nguy cơ cao",1
"KH-00620","2026-03-06",25,2,67909061,33954530.0,3,29436841.0,1,"CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG","Hà Tĩnh","Miền Trung",2,67909061,0.1185,"Nguy cơ cao",1
"KH-00621","2026-03-25",6,2,83724512,41862256.0,2,-34600082.0,1,"CÔNG TY TNHH SƠN HÀ","Hưng Yên","Miền Bắc",2,83724512,0.1927,"Nguy cơ cao",1
"KH-00622","2026-03-28",3,2,51428229,25714114.0,2,6862871.0,1,"CÔNG TY CỔ PHẦN XUÂN MAI","Lào Cai","Miền Bắc",2,51428229,0.1299,"Nguy cơ cao",1
"KH-00623","2026-02-07",52,1,28701662,28701662.0,1,0.0,0,"","","",1,28701662,0.1239,"Nguy cơ cao",1
"KH-00624","2026-02-25",34,2,187646074,93823037.0,2,0.0,0,"","","",2,187646074,0.2562,"Nguy cơ cao",1
"KH-00625","2026-02-07",52,1,64901093,64901093.0,2,0.0,0,"","","",1,64901093,0.1756,"Nguy cơ cao",1
"KH-00626","2026-02-07",52,1,167804584,167804584.0,2,0.0,0,"","","",1,167804584,0.4686,"Trung bình",0
"KH-00627","2026-02-09",50,1,4527778,4527778.0,0,0.0,0,"","","",1,4527778,0.0992,"Nguy cơ cao",1
"KH-00628","2026-02-09",50,1,61323876,61323876.0,1,0.0,0,"","","",1,61323876,0.1807,"Nguy cơ cao",1
"KH-00629","2026-02-09",50,1,38233229,38233229.0,3,0.0,0,"","","",1,38233229,0.1182,"Nguy cơ cao",1
"KH-00630","2026-02-26",33,2,53407207,26703604.0,3,0.0,0,"","","",2,53407207,0.1359,"Nguy cơ cao",1
"KH-00631","2026-02-27",32,2,74037193,37018596.0,3,0.0,0,"","","",2,74037193,0.1485,"Nguy cơ cao",1
"KH-00632","2026-02-09",50,1,13301104,13301104.0,2,0.0,0,"","","",1,13301104,0.0941,"Nguy cơ cao",1
"KH-00633","2026-02-09",50,1,21803886,21803886.0,1,0.0,0,"","","",1,21803886,0.1133,"Nguy cơ cao",1
"KH-00634","2026-02-12",47,2,35434991,17717496.0,2,0.0,0,"","","",2,35434991,0.1401,"Nguy cơ cao",1
"KH-00635","2026-02-10",49,1,49836649,49836649.0,4,0.0,0,"","","",1,49836649,0.1254,"Nguy cơ cao",1
"KH-00636","2026-02-10",49,1,36113882,36113882.0,1,0.0,0,"","","",1,36113882,0.1344,"Nguy cơ cao",1
"KH-00637","2026-02-10",49,1,19377401,19377401.0,2,0.0,0,"","","",1,19377401,0.1013,"Nguy cơ cao",1
"KH-00638","2026-02-10",49,1,20364997,20364997.0,1,0.0,0,"","","",1,20364997,0.1111,"Nguy cơ cao",1
"KH-00639","2026-02-13",46,2,63937482,31968741.0,2,0.0,0,"","","",2,63937482,0.1584,"Nguy cơ cao",1
"KH-00640","2026-02-11",48,1,30611100,30611100.0,1,0.0,0,"","","",1,30611100,0.1255,"Nguy cơ cao",1
"KH-00641","2026-02-11",48,1,84074072,84074072.0,1,0.0,0,"","","",1,84074072,0.231,"Nguy cơ cao",1
"KH-00642","2026-02-11",48,1,2398148,2398148.0,1,0.0,0,"","","",1,2398148,0.0886,"Nguy cơ cao",1
"KH-00643","2026-02-11",48,1,4527778,4527778.0,1,0.0,0,"","","",1,4527778,0.091,"Nguy cơ cao",1
"KH-00644","2026-02-12",47,3,40240820,13413607.0,2,0.0,0,"","","",3,40240820,0.1906,"Nguy cơ cao",1
"KH-00645","2026-02-11",48,2,11398330,5699165.0,1,0.0,0,"","","",2,11398330,0.1364,"Nguy cơ cao",1
"KH-00646","2026-02-11",48,2,154201803,77100902.0,4,0.0,0,"","","",2,154201803,0.2011,"Nguy cơ cao",1
"KH-00647","2026-02-26",33,7,71840255,10262894.0,4,0.0,0,"","","",7,71840255,0.5017,"Trung bình",0
"KH-00648","2026-02-12",47,1,28859431,28859431.0,2,0.0,0,"","","",1,28859431,0.1133,"Nguy cơ cao",1
"KH-00649","2026-02-12",47,1,31729991,31729991.0,2,0.0,0,"","","",1,31729991,0.1173,"Nguy cơ cao",1
"KH-00650","2026-02-12",47,1,29201935,29201935.0,3,0.0,0,"","","",1,29201935,0.105,"Nguy cơ cao",1
"KH-00651","2026-02-12",47,1,26088879,26088879.0,3,0.0,0,"","","",1,26088879,0.101,"Nguy cơ cao",1
"KH-00652","2026-02-12",47,1,26590271,26590271.0,2,0.0,0,"","","",1,26590271,0.1102,"Nguy cơ cao",1
"KH-00653","2026-02-12",47,1,15308884,15308884.0,2,0.0,0,"","","",1,15308884,0.0958,"Nguy cơ cao",1
"KH-00654","2026-02-12",47,1,26218142,26218142.0,3,0.0,0,"","","",1,26218142,0.1012,"Nguy cơ cao",1
"KH-00655","2026-02-13",46,1,16713883,16713883.0,1,0.0,0,"","","",1,16713883,0.1054,"Nguy cơ cao",1
"KH-00656","2026-02-13",46,3,152467729,50822576.0,3,0.0,0,"","","",3,152467729,0.2168,"Nguy cơ cao",1
"KH-00657","2026-02-13",46,1,26111103,26111103.0,2,0.0,0,"","","",1,26111103,0.1092,"Nguy cơ cao",1
"KH-00658","2026-02-26",33,2,364403087,182201544.0,3,0.0,0,"","","",2,364403087,0.4385,"Trung bình",0
"KH-00659","2026-02-13",46,1,56105545,56105545.0,1,0.0,0,"","","",1,56105545,0.1688,"Nguy cơ cao",1
"KH-00660","2026-02-13",46,1,54438877,54438877.0,3,0.0,0,"","","",1,54438877,0.1422,"Nguy cơ cao",1
"KH-00661","2026-02-13",46,1,24309254,24309254.0,2,0.0,0,"","","",1,24309254,0.1069,"Nguy cơ cao",1
"KH-00662","2026-02-26",33,2,63328316,31664158.0,3,0.0,0,"","","",2,63328316,0.142,"Nguy cơ cao",1
"KH-00663","2026-02-26",33,2,33862215,16931108.0,1,0.0,0,"","","",2,33862215,0.1454,"Nguy cơ cao",1
"KH-00664","2026-02-13",46,1,41239152,41239152.0,3,0.0,0,"","","",1,41239152,0.1214,"Nguy cơ cao",1
"KH-00665","2026-02-13",46,1,79700538,79700538.0,2,0.0,0,"","","",1,79700538,0.2045,"Nguy cơ cao",1
"KH-00666","2026-02-13",46,1,86289695,86289695.0,3,0.0,0,"","","",1,86289695,0.2046,"Nguy cơ cao",1
"KH-00667","2026-02-13",46,2,43433323,21716662.0,1,0.0,0,"","","",2,43433323,0.1563,"Nguy cơ cao",1
"KH-00668","2026-02-13",46,1,49396660,49396660.0,1,0.0,0,"","","",1,49396660,0.1562,"Nguy cơ cao",1
"KH-00669","2026-02-13",46,1,18054252,18054252.0,3,0.0,0,"","","",1,18054252,0.0912,"Nguy cơ cao",1
"KH-00670","2026-02-13",46,1,40092215,40092215.0,2,0.0,0,"","","",1,40092215,0.1295,"Nguy cơ cao",1
"KH-00671","2026-02-25",34,3,120261816,40087272.0,3,0.0,0,"","","",3,120261816,0.1993,"Nguy cơ cao",1
"KH-00672","2026-02-13",46,1,28903880,28903880.0,1,0.0,0,"","","",1,28903880,0.1224,"Nguy cơ cao",1
"KH-00673","2026-02-13",46,2,32380548,16190274.0,2,0.0,0,"","","",2,32380548,0.1379,"Nguy cơ cao",1
"KH-00674","2026-02-13",46,1,9953332,9953332.0,1,0.0,0,"","","",1,9953332,0.0969,"Nguy cơ cao",1
"KH-00675","2026-02-22",37,1,2768519,2768519.0,1,0.0,0,"","","",1,2768519,0.0866,"Nguy cơ cao",1
"KH-00676","2026-02-23",36,1,2500000,2500000.0,0,0.0,0,"","","",1,2500000,0.0934,"Nguy cơ cao",1
"KH-00677","2026-02-23",36,1,40740740,40740740.0,1,0.0,0,"","","",1,40740740,0.1377,"Nguy cơ cao",1
"KH-00678","2026-02-24",35,1,16797398,16797398.0,2,0.0,0,"","","",1,16797398,0.0947,"Nguy cơ cao",1
"KH-00679","2026-02-24",35,2,25507860,12753930.0,1,0.0,0,"","","",2,25507860,0.1408,"Nguy cơ cao",1
"KH-00680","2026-02-24",35,1,72031096,72031096.0,2,0.0,0,"","","",1,72031096,0.1832,"Nguy cơ cao",1
"KH-00681","2026-02-24",35,1,44205546,44205546.0,2,0.0,0,"","","",1,44205546,0.1325,"Nguy cơ cao",1
"KH-00682","2026-02-24",35,1,13187212,13187212.0,2,0.0,0,"","","",1,13187212,0.0905,"Nguy cơ cao",1
"KH-00683","2026-02-24",35,1,41769992,41769992.0,1,0.0,0,"","","",1,41769992,0.1391,"Nguy cơ cao",1
"KH-00684","2026-02-24",35,1,40791838,40791838.0,3,0.0,0,"","","",1,40791838,0.1175,"Nguy cơ cao",1
"KH-00685","2026-02-25",34,1,2500000,2500000.0,0,0.0,0,"","","",1,2500000,0.093,"Nguy cơ cao",1
"KH-00686","2026-02-25",34,1,26074995,26074995.0,1,0.0,0,"","","",1,26074995,0.1148,"Nguy cơ cao",1
"KH-00687","2026-02-25",34,1,95224982,95224982.0,3,0.0,0,"","","",1,95224982,0.2197,"Nguy cơ cao",1
"KH-00688","2026-02-26",33,1,50163875,50163875.0,1,0.0,0,"","","",1,50163875,0.1529,"Nguy cơ cao",1
"KH-00689","2026-02-26",33,2,27132399,13566200.0,2,0.0,0,"","","",2,27132399,0.1306,"Nguy cơ cao",1
"KH-00690","2026-02-26",33,1,92160534,92160534.0,2,0.0,0,"","","",1,92160534,0.2275,"Nguy cơ cao",1
"KH-00691","2026-02-26",33,1,15916666,15916666.0,1,0.0,0,"","","",1,15916666,0.1011,"Nguy cơ cao",1
"KH-00692","2026-02-26",33,1,25886013,25886013.0,3,0.0,0,"","","",1,25886013,0.0973,"Nguy cơ cao",1
"KH-00693","2026-02-26",33,1,35016657,35016657.0,2,0.0,0,"","","",1,35016657,0.118,"Nguy cơ cao",1
